AttendanceID,EmployeeID,Date,CheckInTime,CheckOutTime,Status,WorkHours,OvertimeHours
795,1312,2024-02-12,12:03:14,22:33:27,Absent,0.0,0.0
796,1329,2023-09-27,20:47:16,13:32:26,Late,0.0,0.0
797,1325,2024-03-01,12:23:45,15:08:40,Half-day,0.0,0.0
798,1340,2024-02-01,04:11:59,08:56:24,Late,0.0,0.0
799,1350,2024-02-20,20:59:03,22:21:45,Present,4.42,0.0
800,1349,2024-03-17,07:01:45,11:33:17,Present,4.48,0.42
801,1346,2024-03-10,20:41:11,07:52:08,Half-day,0.0,0.0
802,1324,2023-12-15,10:29:05,21:20:17,Half-day,0.0,0.0
803,1345,2023-07-10,02:37:21,21:29:13,Present,6.42,0.58
804,1312,2024-01-25,17:23:21,06:33:44,Absent,0.0,0.0
805,1321,2023-10-20,21:23:46,11:27:08,Late,0.0,0.0
806,1340,2024-04-18,15:51:38,22:59:39,Half-day,0.0,0.0
807,1349,2023-09-15,02:49:33,21:16:47,Present,7.09,1.05
808,1335,2024-02-23,08:28:18,07:52:58,Late,0.0,0.0
809,1329,2023-06-01,15:43:21,19:25:51,Late,0.0,0.0
810,1336,2023-10-27,11:34:12,12:50:35,Present,6.81,0.0
811,1378,2024-04-24,19:59:04,00:17:28,Half-day,0.0,0.0
812,1369,2024-03-04,03:49:25,00:46:51,Present,4.63,0.0
813,1351,2023-07-18,21:33:38,12:39:58,Late,0.0,0.0
814,1383,2023-07-31,20:05:40,03:18:38,Absent,0.0,0.0
815,1385,2023-05-30,21:55:29,07:58:58,Present,5.13,0.0
816,1364,2023-05-28,14:40:09,03:09:34,Late,0.0,0.0
817,1363,2023-09-06,15:33:17,19:03:56,Late,0.0,0.0
818,1391,2023-10-13,14:53:09,17:51:47,Late,0.0,0.0
819,1358,2023-09-08,13:35:32,08:07:27,Absent,0.0,0.0
820,1398,2023-06-12,06:38:04,15:16:42,Present,6.43,0.0
821,1361,2023-08-28,02:20:16,09:32:10,Absent,0.0,0.0
822,1396,2024-03-20,23:47:56,22:22:21,Absent,0.0,0.0
823,1358,2023-12-10,05:11:47,14:19:11,Late,0.0,0.0
824,1385,2023-08-31,00:48:11,20:27:59,Absent,0.0,0.0
825,1354,2023-06-27,01:59:45,17:23:43,Late,0.0,0.0
826,1386,2023-08-04,07:36:25,21:32:40,Late,0.0,0.0
827,1377,2023-08-31,05:58:53,07:34:26,Late,0.0,0.0
828,1400,2023-09-14,22:58:05,20:07:25,Present,6.62,1.44
829,1379,2024-05-18,21:28:22,18:09:43,Present,6.72,0.0
830,1368,2023-12-27,04:38:06,04:34:31,Half-day,0.0,0.0
831,1386,2023-10-18,09:20:36,09:04:17,Absent,0.0,0.0
832,1356,2023-10-02,03:09:59,12:13:30,Half-day,0.0,0.0
833,1395,2023-07-26,05:17:05,06:58:13,Half-day,0.0,0.0
834,1392,2023-10-26,14:34:33,21:42:08,Half-day,0.0,0.0
835,1371,2024-03-08,14:06:34,12:55:52,Absent,0.0,0.0
836,1398,2023-10-25,06:58:44,14:18:01,Present,7.72,0.83
837,1360,2023-07-16,12:30:59,22:01:32,Present,7.97,0.0
838,1358,2023-07-10,18:24:40,06:50:11,Absent,0.0,0.0
839,1369,2023-07-20,06:53:22,03:59:53,Late,0.0,0.0
840,1388,2023-12-17,09:14:15,06:13:29,Present,7.11,0.0
841,1425,2024-01-03,13:17:44,03:01:05,Absent,0.0,0.0
842,1428,2023-07-14,19:48:53,19:02:36,Late,0.0,0.0
843,1414,2023-06-17,18:21:44,11:05:19,Present,5.08,0.14
844,1436,2023-10-19,00:18:51,09:47:27,Present,5.68,1.09
845,1407,2024-02-19,05:48:00,16:25:03,Present,5.62,0.0
846,1410,2023-06-03,07:31:58,15:34:32,Late,0.0,0.0
847,1450,2024-05-17,23:33:46,11:59:31,Half-day,0.0,0.0
848,1412,2024-03-21,20:29:43,02:45:57,Absent,0.0,0.0
849,1411,2023-12-19,05:08:34,21:35:14,Present,7.35,0.49
850,1438,2024-01-20,20:32:26,04:42:05,Late,0.0,0.0
851,1449,2024-01-11,02:41:56,14:05:32,Late,0.0,0.0
852,1449,2023-09-18,11:35:24,03:55:28,Late,0.0,0.0
853,1424,2023-07-13,17:14:47,10:09:04,Late,0.0,0.0
854,1424,2023-08-07,19:09:59,08:54:53,Half-day,0.0,0.0
855,1410,2023-05-28,17:29:38,16:07:59,Present,4.22,1.13
856,1429,2024-04-13,20:10:00,23:55:47,Half-day,0.0,0.0
857,1429,2023-11-08,22:59:03,10:54:03,Half-day,0.0,0.0
858,1419,2023-07-02,05:06:26,21:42:48,Absent,0.0,0.0
859,1445,2023-12-02,03:01:14,15:46:28,Late,0.0,0.0
860,1438,2023-11-29,21:30:16,02:57:16,Half-day,0.0,0.0
861,1421,2024-02-23,13:31:49,14:47:36,Half-day,0.0,0.0
862,1448,2023-05-30,08:20:46,13:59:13,Absent,0.0,0.0
863,1405,2023-08-19,17:45:25,02:51:16,Half-day,0.0,0.0
864,1421,2023-10-10,00:55:41,14:02:20,Present,4.92,1.84
865,1444,2023-12-24,20:24:19,13:06:27,Absent,0.0,0.0
866,1410,2023-12-20,06:06:35,07:54:44,Half-day,0.0,0.0
867,1419,2024-03-25,22:52:30,19:45:46,Absent,0.0,0.0
868,1421,2024-02-04,02:29:19,23:38:49,Absent,0.0,0.0
869,1414,2023-12-27,19:45:51,12:48:03,Half-day,0.0,0.0
870,1423,2023-10-18,03:07:57,08:34:39,Half-day,0.0,0.0
871,1456,2024-04-09,22:33:00,21:09:16,Present,5.83,0.0
872,1480,2023-07-19,03:09:41,11:38:39,Half-day,0.0,0.0
873,1494,2023-06-07,12:28:42,10:45:03,Half-day,0.0,0.0
874,1478,2023-06-29,22:17:53,16:48:29,Absent,0.0,0.0
875,1468,2024-05-14,05:05:19,19:42:41,Present,6.56,1.52
876,1473,2024-04-21,17:49:33,15:48:23,Absent,0.0,0.0
877,1456,2023-12-20,09:02:12,06:57:45,Late,0.0,0.0
878,1499,2024-02-27,00:07:55,18:30:01,Present,6.53,1.39
879,1477,2023-10-19,02:14:46,07:21:44,Absent,0.0,0.0
880,1494,2024-05-20,03:11:05,19:38:07,Present,7.65,0.34
881,1456,2023-07-18,06:20:39,17:42:16,Absent,0.0,0.0
882,1464,2023-11-24,15:21:38,15:49:28,Absent,0.0,0.0
883,1479,2024-05-14,07:55:15,03:08:39,Half-day,0.0,0.0
884,1459,2023-09-17,03:47:36,06:58:41,Late,0.0,0.0
885,1464,2024-01-19,07:54:53,08:12:28,Absent,0.0,0.0
886,1493,2024-03-27,07:54:09,09:02:04,Absent,0.0,0.0
887,1464,2023-06-16,00:24:33,21:02:44,Late,0.0,0.0
888,1454,2024-04-20,02:50:50,20:50:52,Half-day,0.0,0.0
889,1495,2024-02-28,23:20:11,06:00:04,Half-day,0.0,0.0
890,1479,2024-02-25,19:30:16,16:23:13,Late,0.0,0.0
891,1453,2023-06-29,22:00:10,02:24:47,Present,6.19,0.59
892,1451,2024-05-02,01:17:04,04:55:23,Late,0.0,0.0
893,1451,2023-10-01,06:10:15,23:23:48,Half-day,0.0,0.0
894,1481,2023-12-02,15:47:44,08:23:22,Half-day,0.0,0.0
895,1486,2023-10-10,07:51:14,10:05:26,Absent,0.0,0.0
896,1460,2023-05-24,12:17:19,17:10:59,Absent,0.0,0.0
897,1456,2023-09-22,22:12:23,06:23:08,Present,6.77,0.0
898,1451,2024-04-27,12:09:34,12:10:40,Absent,0.0,0.0
899,1492,2023-06-07,13:14:21,00:23:34,Late,0.0,0.0
900,1473,2023-07-12,10:59:20,10:10:23,Late,0.0,0.0
901,1543,2024-02-05,06:12:53,19:13:24,Present,4.49,0.0
902,1539,2023-06-02,19:59:38,13:50:58,Absent,0.0,0.0
903,1510,2024-01-03,02:51:47,18:56:29,Present,6.61,0.23
904,1524,2023-10-09,14:07:26,13:24:44,Late,0.0,0.0
905,1530,2023-08-29,08:55:08,19:24:37,Present,5.06,0.0
906,1507,2023-09-05,09:30:14,23:18:08,Present,7.08,0.0
907,1512,2023-06-17,01:50:04,06:28:54,Absent,0.0,0.0
908,1524,2023-11-13,08:54:18,16:34:49,Absent,0.0,0.0
909,1527,2024-04-19,16:07:55,10:43:50,Absent,0.0,0.0
910,1521,2023-07-01,22:29:59,11:50:57,Late,0.0,0.0
911,1542,2024-03-05,22:44:15,16:56:29,Half-day,0.0,0.0
912,1523,2023-05-30,23:34:57,22:47:14,Absent,0.0,0.0
913,1530,2023-10-14,20:48:06,12:45:03,Present,7.25,1.13
914,1507,2024-04-10,06:41:41,03:10:18,Present,7.42,0.95
915,1540,2024-03-24,21:56:01,05:39:00,Late,0.0,0.0
916,1521,2023-07-04,22:31:28,01:28:05,Present,6.43,1.25
917,1525,2023-12-06,12:28:05,15:19:58,Absent,0.0,0.0
918,1502,2023-07-20,22:09:05,10:58:48,Present,5.55,0.78
919,1517,2024-02-16,01:18:40,01:56:16,Half-day,0.0,0.0
920,1512,2023-08-31,19:28:48,23:01:55,Late,0.0,0.0
921,1514,2023-12-25,01:42:43,04:44:47,Present,5.34,0.47
922,1518,2023-12-08,02:46:06,19:28:20,Absent,0.0,0.0
923,1522,2023-09-10,06:23:25,10:48:16,Half-day,0.0,0.0
924,1525,2024-05-11,01:58:35,11:11:17,Absent,0.0,0.0
925,1507,2023-11-18,14:18:03,07:06:48,Absent,0.0,0.0
926,1526,2023-12-30,10:38:58,07:49:07,Present,6.37,0.0
927,1518,2024-03-21,17:18:27,21:49:41,Half-day,0.0,0.0
928,1524,2023-07-11,05:15:46,08:31:43,Half-day,0.0,0.0
929,1510,2023-07-15,10:22:18,20:57:58,Present,6.25,0.0
930,1531,2023-12-28,10:50:58,12:42:46,Absent,0.0,0.0
931,1562,2023-08-17,15:22:41,16:45:11,Late,0.0,0.0
932,1590,2024-03-01,04:32:26,02:29:09,Late,0.0,0.0
933,1579,2024-03-22,20:42:27,21:17:22,Half-day,0.0,0.0
934,1586,2023-09-05,10:03:57,12:05:23,Half-day,0.0,0.0
935,1565,2023-09-16,20:46:06,12:11:24,Half-day,0.0,0.0
936,1581,2024-01-11,23:57:41,16:25:30,Present,7.52,0.0
937,1562,2023-06-24,02:10:02,01:29:23,Half-day,0.0,0.0
938,1559,2023-07-02,18:15:29,16:37:24,Present,6.38,0.25
939,1595,2023-06-12,11:17:47,04:26:30,Present,5.43,0.0
940,1553,2024-03-05,01:00:19,10:24:39,Late,0.0,0.0
941,1584,2023-09-13,02:01:27,13:50:12,Present,7.19,2.0
942,1565,2023-12-23,13:42:01,02:29:57,Present,6.89,1.23
943,1589,2023-05-29,13:23:28,00:30:28,Late,0.0,0.0
944,1562,2023-10-22,21:50:35,23:42:46,Late,0.0,0.0
945,1553,2024-01-06,01:03:25,15:19:54,Half-day,0.0,0.0
946,1568,2024-03-21,12:44:03,10:00:57,Late,0.0,0.0
947,1565,2024-02-24,19:03:02,04:35:06,Late,0.0,0.0
948,1568,2024-05-13,07:58:54,05:14:00,Absent,0.0,0.0
949,1567,2023-06-14,00:37:37,06:48:54,Present,5.71,0.0
950,1590,2024-01-23,17:04:12,07:07:24,Late,0.0,0.0
951,1554,2023-12-27,19:26:39,17:57:20,Present,5.72,0.0
952,1564,2023-12-25,09:31:59,11:57:52,Present,7.02,1.19
953,1555,2023-07-07,21:01:09,07:23:43,Half-day,0.0,0.0
954,1568,2023-08-24,01:12:36,17:19:38,Absent,0.0,0.0
955,1576,2023-09-30,16:22:02,06:15:18,Present,4.3,1.8
956,1582,2024-02-18,03:42:35,06:49:42,Absent,0.0,0.0
957,1569,2023-06-20,18:03:12,14:22:13,Absent,0.0,0.0
958,1569,2023-11-05,08:40:24,04:16:08,Present,4.32,0.0
959,1589,2024-04-13,22:15:59,08:46:56,Half-day,0.0,0.0
960,1598,2024-04-28,17:56:24,08:10:57,Absent,0.0,0.0
961,1648,2023-07-02,13:56:15,20:52:43,Present,4.33,1.89
962,1643,2024-04-14,02:57:23,12:26:14,Absent,0.0,0.0
963,1635,2024-04-03,23:50:10,23:23:31,Late,0.0,0.0
964,1610,2023-09-21,05:41:23,06:11:39,Late,0.0,0.0
965,1645,2023-09-13,21:23:38,01:42:39,Present,7.47,0.0
966,1639,2023-07-30,03:30:45,12:22:21,Absent,0.0,0.0
967,1623,2024-03-28,02:09:07,05:10:40,Absent,0.0,0.0
968,1646,2023-07-28,05:23:16,21:58:50,Absent,0.0,0.0
969,1630,2024-05-02,08:31:31,00:36:54,Absent,0.0,0.0
970,1616,2023-12-30,03:21:15,16:25:13,Present,7.52,0.07
971,1612,2024-05-16,15:33:33,23:46:57,Late,0.0,0.0
972,1625,2023-10-24,22:40:57,11:53:52,Late,0.0,0.0
973,1615,2023-12-21,21:53:36,08:06:27,Half-day,0.0,0.0
974,1608,2023-09-16,12:05:24,23:19:09,Late,0.0,0.0
975,1616,2024-02-03,19:26:07,20:39:51,Absent,0.0,0.0
976,1629,2024-04-28,02:45:09,04:01:08,Present,6.19,0.0
977,1623,2023-12-07,20:34:17,21:36:22,Present,7.69,1.62
978,1649,2024-03-08,18:57:08,15:05:14,Late,0.0,0.0
979,1619,2023-09-12,20:54:02,04:09:02,Late,0.0,0.0
980,1626,2024-01-12,11:49:14,08:01:05,Late,0.0,0.0
981,1615,2024-01-27,09:06:57,16:57:55,Absent,0.0,0.0
982,1608,2023-06-05,12:04:26,07:16:08,Absent,0.0,0.0
983,1633,2024-01-18,04:08:53,06:00:21,Present,6.48,0.53
984,1618,2023-06-21,02:07:38,16:50:16,Present,5.52,1.39
985,1632,2023-11-12,14:23:29,08:52:46,Half-day,0.0,0.0
986,1645,2023-07-02,23:33:26,18:41:12,Half-day,0.0,0.0
987,1620,2023-09-27,17:16:45,19:59:22,Late,0.0,0.0
988,1639,2023-05-28,11:46:15,18:43:50,Absent,0.0,0.0
989,1627,2024-02-27,08:59:23,18:28:34,Absent,0.0,0.0
990,1648,2023-11-04,12:31:30,09:26:35,Present,4.82,0.2
991,1653,2023-11-05,18:59:41,05:14:57,Present,5.32,0.0
992,1659,2023-07-27,19:42:48,16:58:33,Absent,0.0,0.0
993,1690,2023-07-19,13:17:57,19:08:39,Late,0.0,0.0
994,1689,2024-04-08,22:22:12,10:39:08,Late,0.0,0.0
995,1651,2023-06-16,11:10:01,10:42:06,Absent,0.0,0.0
996,1699,2023-12-09,16:26:18,08:06:08,Half-day,0.0,0.0
997,1687,2024-04-03,16:21:46,09:01:50,Present,5.55,0.36
998,1690,2023-08-01,14:43:28,20:36:21,Absent,0.0,0.0
999,1700,2023-11-27,00:50:33,09:28:52,Absent,0.0,0.0
1000,1660,2024-04-01,20:28:48,23:25:17,Present,5.1,0.6
1001,1689,2024-02-10,17:54:16,19:10:58,Late,0.0,0.0
1002,1693,2023-06-13,12:48:20,04:44:02,Present,4.9,0.0
1003,1683,2023-07-22,23:36:32,14:37:26,Present,4.42,0.58
1004,1684,2024-03-02,11:43:42,06:09:35,Late,0.0,0.0
1005,1674,2024-03-01,03:53:00,05:33:43,Late,0.0,0.0
1006,1685,2024-02-19,18:11:16,12:59:07,Present,6.68,1.22
1007,1668,2024-04-16,18:00:37,05:33:42,Late,0.0,0.0
1008,1687,2023-11-08,02:09:08,07:57:35,Late,0.0,0.0
1009,1669,2023-08-20,07:46:32,21:58:46,Late,0.0,0.0
1010,1676,2024-03-02,23:36:10,09:38:20,Absent,0.0,0.0
1011,1670,2024-04-25,07:19:13,11:08:24,Present,6.41,1.38
1012,1699,2023-11-30,19:42:31,01:45:52,Late,0.0,0.0
1013,1665,2023-06-08,03:47:23,09:28:10,Absent,0.0,0.0
1014,1656,2024-01-03,18:19:10,23:20:19,Late,0.0,0.0
1015,1651,2024-03-04,10:57:46,20:16:13,Absent,0.0,0.0
1016,1669,2023-10-26,04:19:01,12:45:32,Late,0.0,0.0
1017,1700,2023-06-19,09:19:52,15:31:28,Half-day,0.0,0.0
1018,1674,2023-12-24,20:27:37,19:17:17,Half-day,0.0,0.0
1019,1688,2024-03-06,09:03:02,02:16:02,Late,0.0,0.0
1020,1697,2023-12-25,01:02:47,13:14:33,Absent,0.0,0.0
1021,1748,2024-01-30,04:20:41,12:30:00,Half-day,0.0,0.0
1022,1729,2024-05-17,14:54:13,03:24:04,Present,6.17,0.0
1023,1750,2023-06-17,23:21:40,00:18:33,Present,6.64,1.45
1024,1730,2023-11-04,20:18:37,12:40:07,Half-day,0.0,0.0
1025,1749,2023-06-26,18:33:14,17:27:49,Present,7.41,0.0
1026,1704,2024-01-20,11:02:57,18:57:54,Present,6.58,0.86
1027,1725,2023-08-09,03:03:13,03:29:17,Absent,0.0,0.0
1028,1715,2024-03-10,17:36:34,00:01:43,Late,0.0,0.0
1029,1732,2023-09-13,08:02:07,15:10:18,Late,0.0,0.0
1030,1719,2024-03-11,06:50:23,08:58:28,Present,4.18,0.49
1031,1746,2023-12-27,21:21:58,21:21:35,Half-day,0.0,0.0
1032,1706,2023-12-20,08:05:41,22:57:04,Absent,0.0,0.0
1033,1742,2024-04-05,05:02:51,02:36:00,Late,0.0,0.0
1034,1743,2023-09-04,14:33:07,07:38:18,Late,0.0,0.0
1035,1712,2023-08-09,23:02:40,16:37:55,Present,5.55,1.56
1036,1711,2024-01-02,01:01:33,21:44:17,Half-day,0.0,0.0
1037,1743,2024-01-01,19:39:03,23:35:16,Half-day,0.0,0.0
1038,1730,2024-05-06,06:33:54,00:25:44,Present,6.41,0.0
1039,1744,2023-07-18,19:25:49,13:39:34,Half-day,0.0,0.0
1040,1732,2024-02-11,23:34:34,15:39:18,Present,7.43,1.1
1041,1720,2023-10-03,12:38:09,23:41:32,Late,0.0,0.0
1042,1710,2023-09-22,13:49:29,11:10:56,Present,4.29,0.53
1043,1714,2024-03-29,08:33:17,09:32:46,Absent,0.0,0.0
1044,1705,2023-07-04,05:24:15,15:58:11,Half-day,0.0,0.0
1045,1744,2024-02-04,06:28:03,22:21:46,Half-day,0.0,0.0
1046,1722,2023-09-20,19:47:42,12:39:45,Absent,0.0,0.0
1047,1736,2024-02-10,16:46:50,21:59:29,Present,5.41,0.0
1048,1710,2023-09-17,03:47:10,07:51:41,Half-day,0.0,0.0
1049,1723,2023-11-10,16:05:41,17:39:05,Half-day,0.0,0.0
1050,1740,2024-02-22,08:36:25,08:03:22,Absent,0.0,0.0
1051,1781,2024-01-26,13:55:28,21:19:29,Half-day,0.0,0.0
1052,1799,2024-01-07,01:37:51,17:21:11,Absent,0.0,0.0
1053,1783,2024-03-08,22:48:27,15:06:39,Late,0.0,0.0
1054,1752,2023-07-20,11:00:09,03:19:44,Present,6.9,0.86
1055,1759,2024-01-09,00:24:20,02:24:17,Absent,0.0,0.0
1056,1752,2024-02-29,06:32:57,14:59:36,Half-day,0.0,0.0
1057,1760,2023-08-29,00:40:49,07:17:13,Half-day,0.0,0.0
1058,1782,2024-04-26,05:41:10,00:18:05,Half-day,0.0,0.0
1059,1788,2024-03-05,16:22:53,23:29:41,Late,0.0,0.0
1060,1762,2023-09-03,00:16:59,10:23:01,Present,6.0,1.31
1061,1781,2023-12-30,20:01:06,20:19:24,Present,5.47,0.38
1062,1767,2023-07-06,20:51:27,14:48:50,Late,0.0,0.0
1063,1756,2024-04-28,02:40:15,06:58:25,Absent,0.0,0.0
1064,1797,2023-06-16,08:20:58,07:56:59,Late,0.0,0.0
1065,1797,2024-01-24,01:43:53,03:42:38,Present,6.47,1.68
1066,1760,2023-09-16,23:36:00,05:27:39,Half-day,0.0,0.0
1067,1792,2023-09-28,04:14:51,21:21:33,Half-day,0.0,0.0
1068,1796,2023-07-09,13:19:50,10:00:12,Present,4.9,1.5
1069,1772,2023-08-26,15:43:36,14:51:11,Half-day,0.0,0.0
1070,1752,2023-12-17,11:13:24,08:18:48,Late,0.0,0.0
1071,1770,2023-09-05,15:19:28,12:52:05,Half-day,0.0,0.0
1072,1796,2024-04-07,15:58:22,06:52:19,Present,5.82,1.6
1073,1777,2023-10-03,19:37:55,09:48:18,Half-day,0.0,0.0
1074,1786,2024-02-28,02:23:28,09:43:04,Late,0.0,0.0
1075,1768,2023-12-10,19:15:44,03:03:59,Absent,0.0,0.0
1076,1757,2023-06-02,00:43:43,16:13:21,Late,0.0,0.0
1077,1768,2024-04-19,22:34:51,08:22:47,Late,0.0,0.0
1078,1768,2023-08-12,06:12:07,23:50:28,Half-day,0.0,0.0
1079,1754,2024-01-12,09:07:04,11:59:32,Absent,0.0,0.0
1080,1794,2024-04-20,08:57:09,07:14:26,Present,6.34,1.85
1081,1838,2024-01-23,22:01:17,13:53:25,Present,5.74,0.0
1082,1809,2023-06-25,18:43:49,22:46:01,Half-day,0.0,0.0
1083,1807,2023-10-07,17:56:54,15:25:13,Late,0.0,0.0
1084,1812,2024-04-14,00:35:24,07:12:48,Present,5.23,0.0
1085,1843,2023-07-19,22:16:38,21:48:29,Absent,0.0,0.0
1086,1834,2023-12-17,23:34:12,08:39:44,Absent,0.0,0.0
1087,1846,2023-12-24,00:11:33,10:32:09,Present,7.85,0.85
1088,1810,2024-04-19,08:04:01,12:46:27,Half-day,0.0,0.0
1089,1810,2023-10-25,10:06:45,10:07:24,Half-day,0.0,0.0
1090,1818,2023-07-17,14:57:29,07:45:15,Half-day,0.0,0.0
1091,1837,2023-08-22,21:38:13,08:08:58,Present,7.22,0.0
1092,1813,2024-03-10,07:45:05,18:22:43,Present,6.1,0.0
1093,1833,2024-03-05,18:39:56,14:30:10,Present,4.41,1.7
1094,1822,2024-04-05,04:23:47,23:31:41,Late,0.0,0.0
1095,1830,2024-01-07,21:25:33,10:53:29,Present,4.85,0.0
1096,1846,2023-05-25,06:34:17,05:34:11,Present,6.61,0.0
1097,1822,2023-10-28,19:17:52,16:40:17,Half-day,0.0,0.0
1098,1834,2023-12-02,14:32:24,05:17:00,Late,0.0,0.0
1099,1828,2024-05-16,21:13:26,17:55:07,Present,6.79,1.86
1100,1818,2023-09-06,11:05:01,13:52:31,Absent,0.0,0.0
1101,1809,2024-02-09,13:47:31,02:34:02,Half-day,0.0,0.0
1102,1805,2024-04-06,15:11:12,12:57:46,Late,0.0,0.0
1103,1827,2023-12-27,15:47:30,16:51:59,Late,0.0,0.0
1104,1802,2023-12-19,00:22:42,14:36:34,Late,0.0,0.0
1105,1810,2023-07-07,10:35:53,20:36:36,Late,0.0,0.0
1106,1824,2023-12-13,09:47:19,00:53:23,Late,0.0,0.0
1107,1823,2024-02-11,03:38:16,23:58:04,Present,4.44,1.37
1108,1826,2023-07-24,00:05:49,03:49:14,Late,0.0,0.0
1109,1819,2024-01-28,22:03:14,11:31:53,Late,0.0,0.0
1110,1814,2023-11-09,22:45:57,10:29:33,Half-day,0.0,0.0
1111,1892,2023-11-15,23:45:17,12:13:46,Late,0.0,0.0
1112,1874,2024-05-19,20:54:07,22:54:19,Half-day,0.0,0.0
1113,1854,2024-01-11,05:21:00,06:07:04,Late,0.0,0.0
1114,1897,2023-07-21,14:58:04,14:55:45,Half-day,0.0,0.0
1115,1898,2024-01-16,08:43:58,23:06:44,Late,0.0,0.0
1116,1878,2024-01-30,03:28:11,19:38:19,Absent,0.0,0.0
1117,1875,2023-06-11,02:18:06,08:13:45,Present,5.27,0.0
1118,1866,2023-11-02,02:22:21,09:55:13,Half-day,0.0,0.0
1119,1861,2023-11-04,07:38:46,11:13:49,Late,0.0,0.0
1120,1853,2023-07-08,15:58:32,15:13:37,Present,7.5,0.0
1121,1886,2024-04-08,11:21:21,11:38:51,Present,4.41,1.74
1122,1893,2023-08-13,23:43:30,16:23:03,Late,0.0,0.0
1123,1889,2023-10-05,23:18:43,10:14:56,Late,0.0,0.0
1124,1896,2024-02-03,06:26:17,23:32:42,Absent,0.0,0.0
1125,1893,2023-08-01,00:35:23,14:53:15,Present,4.15,0.0
1126,1865,2024-04-12,14:56:28,03:33:32,Present,4.56,0.0
1127,1856,2024-04-26,06:07:15,06:07:31,Late,0.0,0.0
1128,1900,2023-12-22,00:56:47,19:50:50,Absent,0.0,0.0
1129,1900,2023-12-08,08:11:43,18:54:57,Half-day,0.0,0.0
1130,1851,2024-05-08,19:51:06,15:38:12,Late,0.0,0.0
1131,1896,2023-10-14,01:35:58,14:22:43,Present,6.02,1.59
1132,1856,2024-01-26,14:52:21,07:48:49,Late,0.0,0.0
1133,1862,2024-05-13,02:55:11,00:13:33,Absent,0.0,0.0
1134,1871,2024-03-30,17:37:03,03:04:51,Late,0.0,0.0
1135,1854,2023-05-23,09:42:08,05:22:03,Half-day,0.0,0.0
1136,1895,2023-12-05,15:51:52,08:02:15,Late,0.0,0.0
1137,1883,2023-09-28,15:17:49,09:02:39,Present,5.36,0.0
1138,1869,2024-02-23,13:38:06,02:36:47,Half-day,0.0,0.0
1139,1881,2024-02-17,06:46:49,01:33:55,Late,0.0,0.0
1140,1875,2024-02-16,23:59:48,16:18:03,Half-day,0.0,0.0
1141,1934,2023-08-14,22:22:33,21:59:05,Half-day,0.0,0.0
1142,1930,2023-08-15,14:51:32,22:16:28,Absent,0.0,0.0
1143,1925,2023-06-12,10:22:25,19:48:10,Half-day,0.0,0.0
1144,1917,2023-06-05,09:06:03,02:29:21,Absent,0.0,0.0
1145,1932,2024-04-01,16:08:06,22:44:10,Absent,0.0,0.0
1146,1940,2023-08-22,15:07:48,01:30:12,Half-day,0.0,0.0
1147,1947,2023-10-28,17:39:34,10:35:18,Absent,0.0,0.0
1148,1932,2023-12-02,18:07:53,13:12:13,Absent,0.0,0.0
1149,1937,2023-06-29,15:44:43,09:02:25,Half-day,0.0,0.0
1150,1917,2024-02-01,12:37:54,06:47:13,Present,6.82,0.61
1151,1938,2023-06-06,19:16:37,15:46:12,Late,0.0,0.0
1152,1943,2023-08-10,21:42:51,13:42:00,Late,0.0,0.0
1153,1937,2023-08-19,15:35:48,13:37:49,Half-day,0.0,0.0
1154,1942,2024-03-01,15:34:40,03:58:27,Late,0.0,0.0
1155,1928,2024-01-03,18:54:59,05:30:09,Half-day,0.0,0.0
1156,1921,2023-11-24,10:24:38,09:20:07,Late,0.0,0.0
1157,1902,2024-04-04,03:50:36,17:40:24,Half-day,0.0,0.0
1158,1902,2023-12-20,05:41:57,19:55:31,Half-day,0.0,0.0
1159,1906,2023-06-01,02:33:20,14:32:03,Half-day,0.0,0.0
1160,1939,2024-04-15,16:15:14,16:42:14,Late,0.0,0.0
1161,1925,2023-12-30,13:38:54,14:46:48,Half-day,0.0,0.0
1162,1905,2024-01-29,06:03:38,00:53:44,Late,0.0,0.0
1163,1950,2024-01-04,01:06:54,08:11:56,Absent,0.0,0.0
1164,1938,2023-11-22,20:51:23,20:55:39,Half-day,0.0,0.0
1165,1946,2023-11-28,10:03:10,23:47:26,Present,6.44,0.0
1166,1936,2023-07-29,06:32:53,10:07:29,Late,0.0,0.0
1167,1940,2024-02-02,08:49:26,23:16:24,Half-day,0.0,0.0
1168,1930,2023-10-17,02:56:42,06:37:17,Late,0.0,0.0
1169,1935,2023-08-25,19:36:28,13:26:43,Late,0.0,0.0
1170,1937,2024-04-07,20:29:56,13:03:40,Present,6.09,0.41
1171,1975,2023-09-06,03:06:02,14:13:17,Late,0.0,0.0
1172,1976,2023-08-16,16:07:30,14:25:17,Present,4.62,1.13
1173,1995,2023-11-21,22:50:15,18:15:49,Half-day,0.0,0.0
1174,1995,2023-11-27,13:00:53,02:18:12,Late,0.0,0.0
1175,1957,2024-05-07,17:35:02,12:46:52,Half-day,0.0,0.0
1176,1962,2024-04-02,11:49:31,07:20:46,Late,0.0,0.0
1177,1951,2024-03-15,05:24:13,06:57:54,Half-day,0.0,0.0
1178,1985,2024-04-14,19:26:07,00:52:34,Present,4.55,0.1
1179,1978,2024-03-13,08:25:48,18:07:24,Half-day,0.0,0.0
