BonusID,EmployeeID,BonusAmount,BonusDate,BonusDescription
2364,2364,1431.93,2023-07-16,Holiday bonus.
2365,2365,1542.39,2024-04-03,Employee of the month bonus.
2366,2366,1453.42,2024-02-23,Employee of the month bonus.
2367,2367,1489.04,2023-12-08,Year-end performance bonus.
2368,2368,1100.58,2023-07-10,Year-end performance bonus.
2369,2369,655.36,2023-10-06,Holiday bonus.
2370,2370,655.31,2024-01-21,Holiday bonus.
2371,2371,1785.9,2023-09-28,Project completion bonus.
2372,2372,955.54,2024-05-06,Year-end performance bonus.
2373,2373,681.08,2023-08-29,Sales target achievement bonus.
2374,2374,886.32,2023-09-26,Sales target achievement bonus.
2375,2375,943.97,2023-07-08,Employee of the month bonus.
2376,2376,951.36,2023-12-07,Year-end performance bonus.
2377,2377,1718.98,2024-05-18,Sales target achievement bonus.
2378,2378,1063.64,2023-08-16,Employee of the month bonus.
2379,2379,686.88,2024-04-19,Employee of the month bonus.
2380,2380,1506.94,2023-10-24,Project completion bonus.
2381,2381,1564.49,2023-07-30,Year-end performance bonus.
2382,2382,591.16,2023-11-07,Project completion bonus.
2383,2383,724.51,2023-12-12,Project completion bonus.
2384,2384,1844.58,2024-05-21,Employee of the month bonus.
2385,2385,1285.91,2023-11-17,Employee of the month bonus.
2386,2386,565.33,2024-04-08,Holiday bonus.
2387,2387,843.7,2023-12-19,Year-end performance bonus.
2388,2388,671.53,2024-02-02,Employee of the month bonus.
2389,2389,1507.53,2023-06-23,Project completion bonus.
2390,2390,1272.69,2023-10-23,Sales target achievement bonus.
2391,2391,1693.22,2023-11-08,Sales target achievement bonus.
2392,2392,1862.04,2023-11-28,Year-end performance bonus.
2393,2393,1446.46,2024-05-09,Employee of the month bonus.
2394,2394,1550.0,2024-03-16,Sales target achievement bonus.
2395,2395,1021.26,2023-06-29,Sales target achievement bonus.
2396,2396,1373.05,2024-04-08,Employee of the month bonus.
2397,2397,1575.17,2024-03-17,Employee of the month bonus.
2398,2398,1716.73,2023-06-25,Holiday bonus.
2399,2399,1937.54,2024-03-16,Employee of the month bonus.
2400,2400,1242.1,2024-03-27,Sales target achievement bonus.
2401,2401,591.63,2023-10-21,Employee of the month bonus.
2402,2402,666.54,2023-05-31,Holiday bonus.
2403,2403,667.95,2024-02-10,Project completion bonus.
2404,2404,1180.62,2024-03-03,Employee of the month bonus.
2405,2405,1729.73,2024-03-15,Employee of the month bonus.
2406,2406,1706.74,2023-07-16,Year-end performance bonus.
2407,2407,1468.08,2023-07-03,Sales target achievement bonus.
2408,2408,678.64,2023-09-09,Sales target achievement bonus.
2409,2409,933.74,2023-10-27,Project completion bonus.
2410,2410,1584.45,2023-08-21,Year-end performance bonus.
2411,2411,1764.65,2024-01-07,Year-end performance bonus.
2412,2412,1659.04,2024-01-03,Employee of the month bonus.
2413,2413,1255.26,2024-01-28,Holiday bonus.
2414,2414,831.77,2024-04-27,Year-end performance bonus.
2415,2415,1366.75,2023-08-05,Holiday bonus.
2416,2416,924.91,2024-03-08,Project completion bonus.
2417,2417,925.67,2024-02-08,Sales target achievement bonus.
2418,2418,1645.15,2023-08-27,Employee of the month bonus.
2419,2419,1890.84,2023-10-13,Project completion bonus.
2420,2420,1766.66,2024-05-06,Holiday bonus.
2421,2421,1967.62,2023-05-30,Year-end performance bonus.
2422,2422,1062.97,2024-01-13,Holiday bonus.
2423,2423,696.46,2023-07-13,Project completion bonus.
2424,2424,1655.96,2023-12-12,Employee of the month bonus.
2425,2425,1055.16,2024-03-07,Sales target achievement bonus.
2426,2426,723.58,2023-10-12,Sales target achievement bonus.
2427,2427,1654.07,2023-08-20,Sales target achievement bonus.
2428,2428,1220.2,2024-01-30,Holiday bonus.
2429,2429,1013.57,2023-11-24,Year-end performance bonus.
2430,2430,1176.74,2023-11-17,Employee of the month bonus.
2431,2431,1346.7,2024-01-14,Holiday bonus.
2432,2432,690.97,2023-07-16,Year-end performance bonus.
2433,2433,1063.04,2023-06-29,Year-end performance bonus.
2434,2434,1278.21,2023-09-21,Project completion bonus.
2435,2435,562.58,2024-02-16,Year-end performance bonus.
2436,2436,1393.48,2023-06-25,Project completion bonus.
2437,2437,1552.46,2023-06-14,Holiday bonus.
2438,2438,1818.53,2023-07-28,Year-end performance bonus.
2439,2439,1862.01,2024-02-15,Sales target achievement bonus.
2440,2440,1270.63,2023-12-16,Holiday bonus.
2441,2441,567.39,2024-01-05,Sales target achievement bonus.
2442,2442,858.39,2024-05-19,Holiday bonus.
2443,2443,1116.33,2023-11-06,Employee of the month bonus.
2444,2444,1866.93,2023-06-12,Project completion bonus.
2445,2445,1278.23,2023-12-27,Holiday bonus.
2446,2446,1410.56,2023-12-26,Sales target achievement bonus.
2447,2447,1782.4,2024-03-16,Employee of the month bonus.
2448,2448,1113.01,2023-09-07,Holiday bonus.
2449,2449,969.68,2024-01-19,Year-end performance bonus.
2450,2450,1770.41,2024-03-27,Project completion bonus.
2451,2451,916.39,2024-03-06,Employee of the month bonus.
2452,2452,543.33,2023-07-05,Project completion bonus.
2453,2453,756.76,2024-01-21,Project completion bonus.
2454,2454,1962.22,2023-12-15,Employee of the month bonus.
2455,2455,1821.53,2024-04-02,Sales target achievement bonus.
2456,2456,1274.56,2023-11-11,Project completion bonus.
2457,2457,1623.83,2024-01-09,Sales target achievement bonus.
2458,2458,1305.32,2023-11-24,Project completion bonus.
2459,2459,1243.93,2024-04-07,Holiday bonus.
2460,2460,760.83,2023-10-17,Project completion bonus.
2461,2461,765.91,2024-01-11,Employee of the month bonus.
2462,2462,710.16,2023-12-20,Employee of the month bonus.
2463,2463,1086.1,2024-05-03,Holiday bonus.
2464,2464,1719.35,2023-07-12,Employee of the month bonus.
2465,2465,1703.9,2023-09-14,Year-end performance bonus.
2466,2466,1291.56,2023-06-25,Employee of the month bonus.
2467,2467,663.26,2024-02-06,Employee of the month bonus.
2468,2468,1019.75,2023-08-12,Year-end performance bonus.
2469,2469,917.12,2023-10-15,Project completion bonus.
2470,2470,1430.39,2024-02-12,Employee of the month bonus.
2471,2471,1147.2,2024-03-12,Year-end performance bonus.
2472,2472,888.53,2023-11-23,Year-end performance bonus.
2473,2473,1992.46,2024-03-16,Sales target achievement bonus.
2474,2474,1775.25,2024-02-22,Holiday bonus.
2475,2475,1589.3,2024-03-24,Holiday bonus.
2476,2476,934.62,2024-03-30,Employee of the month bonus.
2477,2477,1799.82,2023-12-07,Employee of the month bonus.
2478,2478,1447.21,2023-08-02,Project completion bonus.
2479,2479,1972.35,2023-08-19,Sales target achievement bonus.
2480,2480,1515.95,2023-12-17,Year-end performance bonus.
2481,2481,1784.5,2024-03-14,Sales target achievement bonus.
2482,2482,512.22,2023-09-05,Employee of the month bonus.
2483,2483,1874.13,2023-11-06,Year-end performance bonus.
2484,2484,1323.59,2024-05-14,Employee of the month bonus.
2485,2485,1128.57,2023-10-31,Project completion bonus.
2486,2486,511.71,2023-06-16,Holiday bonus.
2487,2487,944.14,2023-11-14,Sales target achievement bonus.
2488,2488,570.94,2023-05-29,Holiday bonus.
2489,2489,510.31,2023-09-02,Year-end performance bonus.
2490,2490,815.78,2023-06-26,Sales target achievement bonus.
2491,2491,506.72,2023-10-23,Sales target achievement bonus.
2492,2492,1223.9,2024-03-19,Project completion bonus.
2493,2493,1588.46,2023-12-18,Project completion bonus.
2494,2494,1313.32,2024-02-01,Holiday bonus.
2495,2495,1331.31,2023-05-26,Project completion bonus.
2496,2496,1845.07,2023-09-30,Project completion bonus.
2497,2497,1171.1,2024-01-27,Holiday bonus.
2498,2498,1337.46,2023-08-31,Project completion bonus.
2499,2499,990.82,2023-06-17,Year-end performance bonus.
2500,2500,1163.79,2023-12-12,Sales target achievement bonus.
2501,2501,1475.28,2024-02-23,Year-end performance bonus.
2502,2502,1405.4,2023-07-02,Project completion bonus.
2503,2503,1527.8,2024-04-06,Employee of the month bonus.
2504,2504,914.5,2023-06-18,Holiday bonus.
2505,2505,1804.19,2024-05-19,Holiday bonus.
2506,2506,1891.47,2024-01-15,Employee of the month bonus.
2507,2507,623.94,2023-11-17,Holiday bonus.
2508,2508,606.29,2024-02-14,Holiday bonus.
2509,2509,578.58,2023-07-15,Project completion bonus.
2510,2510,798.13,2023-08-01,Project completion bonus.
2511,2511,1577.13,2023-10-28,Employee of the month bonus.
2512,2512,1190.92,2024-03-20,Project completion bonus.
2513,2513,1377.6,2024-03-16,Employee of the month bonus.
2514,2514,1020.39,2023-12-04,Employee of the month bonus.
2515,2515,1073.46,2024-02-16,Sales target achievement bonus.
2516,2516,1578.09,2023-11-28,Employee of the month bonus.
2517,2517,942.6,2023-10-10,Year-end performance bonus.
2518,2518,805.54,2024-03-09,Project completion bonus.
2519,2519,844.94,2024-01-13,Sales target achievement bonus.
2520,2520,846.21,2023-05-25,Holiday bonus.
2521,2521,1005.02,2024-02-15,Sales target achievement bonus.
2522,2522,1070.46,2023-06-15,Sales target achievement bonus.
2523,2523,878.59,2023-09-01,Year-end performance bonus.
2524,2524,535.01,2023-08-30,Holiday bonus.
2525,2525,1353.89,2024-03-25,Sales target achievement bonus.
2526,2526,1385.41,2023-10-11,Employee of the month bonus.
2527,2527,1259.59,2023-12-27,Employee of the month bonus.
2528,2528,1184.73,2023-11-12,Employee of the month bonus.
2529,2529,1051.02,2023-07-30,Sales target achievement bonus.
2530,2530,528.63,2023-12-01,Holiday bonus.
2531,2531,1457.08,2024-03-29,Holiday bonus.
2532,2532,1769.58,2024-03-15,Holiday bonus.
2533,2533,714.44,2023-10-27,Sales target achievement bonus.
2534,2534,1661.3,2024-01-15,Project completion bonus.
2535,2535,805.28,2023-10-21,Year-end performance bonus.
2536,2536,1022.82,2024-05-01,Project completion bonus.
2537,2537,903.96,2024-01-19,Holiday bonus.
2538,2538,852.11,2024-02-06,Employee of the month bonus.
2539,2539,1817.47,2023-06-25,Holiday bonus.
2540,2540,1203.49,2024-01-21,Employee of the month bonus.
2541,2541,1722.5,2023-09-03,Project completion bonus.
2542,2542,1133.21,2023-11-17,Employee of the month bonus.
2543,2543,1864.3,2024-01-31,Holiday bonus.
2544,2544,1686.48,2024-01-21,Project completion bonus.
2545,2545,1240.47,2024-05-19,Project completion bonus.
2546,2546,1606.46,2023-08-23,Holiday bonus.
2547,2547,583.33,2023-07-16,Project completion bonus.
2548,2548,1530.69,2024-04-03,Employee of the month bonus.
2549,2549,1140.35,2023-11-15,Project completion bonus.
2550,2550,1994.12,2023-11-27,Sales target achievement bonus.
2551,2551,1583.72,2023-12-11,Project completion bonus.
2552,2552,1688.28,2024-03-24,Project completion bonus.
2553,2553,1715.49,2024-01-03,Holiday bonus.
2554,2554,1775.13,2023-10-25,Year-end performance bonus.
2555,2555,1273.02,2023-11-22,Employee of the month bonus.
2556,2556,1785.97,2024-05-01,Holiday bonus.
2557,2557,1558.35,2023-09-10,Project completion bonus.
2558,2558,584.1,2023-12-29,Sales target achievement bonus.
2559,2559,1587.4,2024-04-13,Holiday bonus.
2560,2560,1094.7,2024-03-01,Project completion bonus.
2561,2561,1841.7,2023-10-16,Holiday bonus.
2562,2562,1472.96,2024-04-10,Employee of the month bonus.
2563,2563,1633.0,2023-10-09,Project completion bonus.
2564,2564,1038.54,2023-09-09,Holiday bonus.
2565,2565,581.25,2023-05-31,Sales target achievement bonus.
2566,2566,681.89,2023-06-15,Sales target achievement bonus.
2567,2567,1532.97,2023-06-25,Employee of the month bonus.
2568,2568,1048.3,2024-02-29,Year-end performance bonus.
2569,2569,1187.97,2023-08-23,Project completion bonus.
2570,2570,1580.55,2023-06-23,Employee of the month bonus.
2571,2571,955.99,2024-04-26,Year-end performance bonus.
2572,2572,623.53,2023-09-04,Project completion bonus.
2573,2573,1518.43,2024-03-26,Project completion bonus.
2574,2574,1714.11,2023-08-03,Sales target achievement bonus.
2575,2575,1144.57,2023-09-19,Year-end performance bonus.
2576,2576,885.62,2023-12-01,Project completion bonus.
2577,2577,633.31,2023-08-19,Sales target achievement bonus.
2578,2578,689.56,2024-05-07,Project completion bonus.
2579,2579,1671.62,2023-07-22,Sales target achievement bonus.
2580,2580,1788.36,2023-12-06,Year-end performance bonus.
2581,2581,1896.84,2023-07-24,Sales target achievement bonus.
2582,2582,1237.31,2023-08-11,Project completion bonus.
2583,2583,1418.26,2024-01-12,Holiday bonus.
2584,2584,1935.0,2023-06-17,Employee of the month bonus.
2585,2585,1119.87,2024-05-17,Holiday bonus.
2586,2586,686.27,2024-05-21,Year-end performance bonus.
2587,2587,1645.55,2023-11-05,Year-end performance bonus.
2588,2588,897.21,2024-03-26,Sales target achievement bonus.
2589,2589,743.99,2024-02-04,Holiday bonus.
2590,2590,1121.63,2023-09-27,Sales target achievement bonus.
2591,2591,1490.24,2023-10-27,Year-end performance bonus.
2592,2592,1126.01,2023-12-16,Holiday bonus.
2593,2593,537.08,2023-11-25,Project completion bonus.
2594,2594,1541.11,2023-09-06,Sales target achievement bonus.
2595,2595,1813.09,2023-12-26,Sales target achievement bonus.
2596,2596,1058.77,2024-05-11,Holiday bonus.
2597,2597,528.27,2023-08-11,Employee of the month bonus.
2598,2598,1904.51,2024-03-21,Employee of the month bonus.
2599,2599,1072.63,2024-05-20,Employee of the month bonus.
2600,2600,617.87,2023-11-13,Employee of the month bonus.
2601,2601,1482.1,2023-06-07,Employee of the month bonus.
2602,2602,957.99,2023-12-17,Year-end performance bonus.
2603,2603,1154.86,2023-12-30,Employee of the month bonus.
2604,2604,1085.01,2024-01-31,Holiday bonus.
2605,2605,1487.19,2024-04-09,Holiday bonus.
2606,2606,1681.3,2023-06-01,Employee of the month bonus.
2607,2607,1595.14,2024-01-22,Employee of the month bonus.
2608,2608,1791.28,2023-12-03,Year-end performance bonus.
2609,2609,1572.63,2023-06-29,Project completion bonus.
2610,2610,1143.19,2023-08-23,Year-end performance bonus.
2611,2611,519.61,2023-10-13,Year-end performance bonus.
2612,2612,1301.14,2024-04-25,Sales target achievement bonus.
2613,2613,1522.07,2023-07-11,Year-end performance bonus.
2614,2614,985.25,2024-04-29,Holiday bonus.
2615,2615,1406.29,2024-04-19,Year-end performance bonus.
2616,2616,1208.64,2023-11-01,Sales target achievement bonus.
2617,2617,1405.66,2023-08-03,Sales target achievement bonus.
2618,2618,1627.17,2023-08-14,Project completion bonus.
2619,2619,974.49,2023-07-29,Project completion bonus.
2620,2620,1422.12,2024-05-01,Employee of the month bonus.
2621,2621,548.11,2024-05-07,Project completion bonus.
2622,2622,1089.42,2024-02-22,Employee of the month bonus.
2623,2623,531.51,2023-09-10,Project completion bonus.
2624,2624,776.43,2023-06-04,Project completion bonus.
2625,2625,1548.38,2023-06-14,Project completion bonus.
2626,2626,1628.68,2023-07-03,Year-end performance bonus.
2627,2627,902.66,2023-06-26,Employee of the month bonus.
2628,2628,1623.52,2024-02-03,Employee of the month bonus.
2629,2629,1958.93,2024-03-26,Sales target achievement bonus.
2630,2630,1923.42,2023-08-13,Sales target achievement bonus.
2631,2631,1266.64,2024-04-02,Employee of the month bonus.
2632,2632,1154.71,2023-11-14,Sales target achievement bonus.
2633,2633,1971.62,2023-12-01,Year-end performance bonus.
2634,2634,1413.8,2023-11-28,Holiday bonus.
2635,2635,1125.39,2024-02-12,Sales target achievement bonus.
2636,2636,973.64,2024-03-26,Sales target achievement bonus.
2637,2637,1532.26,2023-09-15,Sales target achievement bonus.
2638,2638,611.92,2023-10-19,Holiday bonus.
2639,2639,1629.95,2024-03-17,Sales target achievement bonus.
2640,2640,958.12,2024-04-22,Year-end performance bonus.
2641,2641,1861.73,2023-10-13,Sales target achievement bonus.
2642,2642,908.46,2023-08-11,Employee of the month bonus.
2643,2643,1336.72,2023-11-24,Project completion bonus.
2644,2644,896.38,2024-04-23,Sales target achievement bonus.
2645,2645,744.45,2024-02-13,Sales target achievement bonus.
2646,2646,1981.63,2023-09-23,Project completion bonus.
2647,2647,615.61,2023-07-15,Holiday bonus.
2648,2648,790.67,2023-11-20,Employee of the month bonus.
2649,2649,1446.36,2024-02-23,Employee of the month bonus.
2650,2650,1893.61,2024-03-20,Employee of the month bonus.
2651,2651,1459.06,2023-12-06,Year-end performance bonus.
2652,2652,1650.61,2024-02-03,Holiday bonus.
2653,2653,525.77,2023-06-27,Sales target achievement bonus.
2654,2654,773.69,2024-01-08,Sales target achievement bonus.
2655,2655,1123.45,2023-10-26,Employee of the month bonus.
2656,2656,1220.48,2024-01-16,Year-end performance bonus.
2657,2657,643.44,2024-02-19,Year-end performance bonus.
2658,2658,1008.32,2023-06-13,Holiday bonus.
2659,2659,1109.75,2023-12-09,Employee of the month bonus.
2660,2660,1676.72,2023-07-08,Holiday bonus.
2661,2661,1129.13,2023-08-23,Sales target achievement bonus.
2662,2662,580.46,2023-05-23,Sales target achievement bonus.
2663,2663,1928.98,2024-01-08,Sales target achievement bonus.
2664,2664,1998.68,2023-12-09,Employee of the month bonus.
2665,2665,1350.23,2024-01-24,Year-end performance bonus.
2666,2666,983.21,2023-08-24,Employee of the month bonus.
2667,2667,869.79,2023-08-23,Sales target achievement bonus.
2668,2668,746.39,2023-06-15,Sales target achievement bonus.
2669,2669,1249.35,2023-10-17,Holiday bonus.
2670,2670,1104.43,2023-06-08,Project completion bonus.
2671,2671,1678.27,2023-08-17,Year-end performance bonus.
2672,2672,1788.28,2023-09-01,Holiday bonus.
2673,2673,1494.72,2024-04-24,Year-end performance bonus.
2674,2674,1450.11,2023-10-24,Holiday bonus.
2675,2675,1889.22,2023-08-21,Holiday bonus.
2676,2676,1850.33,2024-04-27,Project completion bonus.
2677,2677,1277.06,2023-10-30,Holiday bonus.
2678,2678,846.32,2023-06-22,Employee of the month bonus.
2679,2679,1996.4,2023-10-13,Employee of the month bonus.
2680,2680,738.47,2023-12-01,Project completion bonus.
2681,2681,1503.08,2023-10-25,Holiday bonus.
2682,2682,589.06,2023-12-01,Holiday bonus.
2683,2683,947.11,2024-04-21,Project completion bonus.
2684,2684,1551.05,2023-12-03,Employee of the month bonus.
2685,2685,1377.24,2024-05-11,Employee of the month bonus.
2686,2686,893.7,2024-03-13,Employee of the month bonus.
2687,2687,981.92,2023-06-14,Sales target achievement bonus.
2688,2688,1057.28,2023-07-14,Sales target achievement bonus.
2689,2689,1298.75,2023-09-24,Project completion bonus.
2690,2690,1776.49,2024-05-06,Holiday bonus.
2691,2691,1909.77,2023-07-03,Sales target achievement bonus.
2692,2692,1080.43,2024-02-29,Year-end performance bonus.
2693,2693,1647.62,2024-02-09,Holiday bonus.
2694,2694,1081.72,2024-01-15,Holiday bonus.
2695,2695,1549.24,2023-08-31,Sales target achievement bonus.
2696,2696,1288.19,2023-07-11,Employee of the month bonus.
2697,2697,1113.61,2023-07-14,Sales target achievement bonus.
2698,2698,1549.62,2023-10-06,Employee of the month bonus.
2699,2699,1042.4,2024-02-17,Holiday bonus.
2700,2700,1581.01,2024-02-24,Employee of the month bonus.
2701,2701,1258.28,2023-12-12,Project completion bonus.
2702,2702,564.52,2023-12-09,Employee of the month bonus.
2703,2703,1619.5,2023-11-23,Sales target achievement bonus.
2704,2704,1198.17,2023-09-06,Project completion bonus.
2705,2705,1369.07,2023-07-14,Holiday bonus.
2706,2706,803.8,2023-10-09,Holiday bonus.
2707,2707,1862.51,2023-10-29,Project completion bonus.
2708,2708,1301.14,2024-01-06,Holiday bonus.
2709,2709,501.08,2024-01-15,Holiday bonus.
2710,2710,1534.71,2024-03-18,Year-end performance bonus.
2711,2711,1162.84,2024-03-24,Year-end performance bonus.
2712,2712,616.07,2023-08-31,Year-end performance bonus.
2713,2713,754.9,2024-01-29,Holiday bonus.
2714,2714,1084.33,2024-04-27,Year-end performance bonus.
2715,2715,905.28,2024-02-29,Project completion bonus.
2716,2716,1802.24,2024-01-17,Project completion bonus.
2717,2717,622.53,2023-11-22,Employee of the month bonus.
2718,2718,1534.97,2023-10-04,Project completion bonus.
2719,2719,1602.83,2024-04-15,Sales target achievement bonus.
2720,2720,1529.97,2024-04-10,Sales target achievement bonus.
2721,2721,1562.72,2023-11-28,Sales target achievement bonus.
2722,2722,527.7,2023-06-27,Employee of the month bonus.
2723,2723,1043.55,2023-08-10,Project completion bonus.
2724,2724,1365.08,2024-05-16,Sales target achievement bonus.
2725,2725,1068.56,2024-01-16,Project completion bonus.
2726,2726,860.68,2023-06-24,Project completion bonus.
2727,2727,1930.03,2024-04-18,Holiday bonus.
2728,2728,1225.05,2024-01-31,Holiday bonus.
2729,2729,1858.72,2024-05-19,Year-end performance bonus.
2730,2730,1507.85,2023-07-16,Holiday bonus.
2731,2731,1938.68,2023-10-15,Project completion bonus.
2732,2732,1156.36,2024-05-06,Year-end performance bonus.
2733,2733,1193.94,2023-11-22,Employee of the month bonus.
2734,2734,1176.33,2023-11-03,Sales target achievement bonus.
2735,2735,509.79,2023-05-23,Employee of the month bonus.
2736,2736,1464.41,2024-04-04,Year-end performance bonus.
2737,2737,1503.43,2024-03-23,Employee of the month bonus.
2738,2738,1858.95,2024-03-09,Employee of the month bonus.
2739,2739,1649.64,2023-11-25,Sales target achievement bonus.
2740,2740,981.89,2024-01-24,Sales target achievement bonus.
2741,2741,1529.27,2023-09-15,Holiday bonus.
2742,2742,1484.0,2024-02-29,Holiday bonus.
2743,2743,1139.69,2024-01-03,Employee of the month bonus.
2744,2744,958.15,2023-12-07,Year-end performance bonus.
2745,2745,1734.13,2024-01-10,Holiday bonus.
2746,2746,1220.3,2023-12-16,Employee of the month bonus.
2747,2747,1123.73,2023-08-30,Holiday bonus.
2748,2748,556.24,2023-11-23,Year-end performance bonus.
2749,2749,976.62,2024-01-17,Project completion bonus.
2750,2750,1204.0,2023-11-15,Project completion bonus.
2751,2751,1019.85,2023-11-05,Project completion bonus.
2752,2752,750.49,2023-06-30,Sales target achievement bonus.
2753,2753,944.34,2024-03-07,Holiday bonus.
2754,2754,1603.55,2023-09-09,Year-end performance bonus.
2755,2755,1981.83,2023-10-08,Employee of the month bonus.
2756,2756,529.73,2023-05-24,Holiday bonus.
2757,2757,1982.81,2023-06-16,Employee of the month bonus.
2758,2758,1529.34,2024-03-18,Holiday bonus.
2759,2759,887.85,2023-09-19,Holiday bonus.
2760,2760,1161.85,2023-09-09,Holiday bonus.
2761,2761,507.35,2024-04-20,Sales target achievement bonus.
2762,2762,874.81,2023-10-23,Sales target achievement bonus.
2763,2763,1589.61,2023-08-17,Holiday bonus.
2764,2764,1022.5,2024-03-29,Year-end performance bonus.
2765,2765,1913.18,2023-12-23,Sales target achievement bonus.
2766,2766,1903.02,2023-07-29,Sales target achievement bonus.
2767,2767,1683.4,2024-05-18,Project completion bonus.
2768,2768,1511.1,2024-01-01,Year-end performance bonus.
2769,2769,1492.52,2024-01-26,Employee of the month bonus.
2770,2770,1106.82,2024-05-18,Sales target achievement bonus.
2771,2771,1202.45,2023-10-01,Project completion bonus.
2772,2772,688.91,2024-03-18,Project completion bonus.
2773,2773,1605.58,2024-04-21,Year-end performance bonus.
2774,2774,536.11,2023-12-17,Employee of the month bonus.
2775,2775,714.16,2024-01-20,Holiday bonus.
2776,2776,1505.82,2023-09-06,Project completion bonus.
2777,2777,1825.08,2023-09-17,Sales target achievement bonus.
2778,2778,1263.47,2023-10-18,Employee of the month bonus.
2779,2779,618.68,2023-06-30,Project completion bonus.
2780,2780,1590.47,2023-08-05,Holiday bonus.
2781,2781,988.24,2023-06-23,Year-end performance bonus.
2782,2782,1943.18,2024-02-07,Project completion bonus.
2783,2783,1055.46,2023-07-10,Employee of the month bonus.
2784,2784,1426.67,2023-11-13,Employee of the month bonus.
2785,2785,1807.77,2024-04-18,Employee of the month bonus.
2786,2786,1360.39,2024-01-12,Employee of the month bonus.
2787,2787,1920.14,2023-08-22,Sales target achievement bonus.
2788,2788,1244.37,2023-06-08,Year-end performance bonus.
2789,2789,1085.35,2023-10-29,Project completion bonus.
2790,2790,1699.64,2023-11-29,Year-end performance bonus.
2791,2791,1015.87,2023-08-13,Employee of the month bonus.
2792,2792,771.94,2023-09-23,Employee of the month bonus.
2793,2793,674.8,2024-05-06,Employee of the month bonus.
2794,2794,1896.78,2023-11-17,Holiday bonus.
2795,2795,612.18,2023-08-23,Employee of the month bonus.
2796,2796,1356.46,2024-05-10,Sales target achievement bonus.
2797,2797,1668.86,2023-11-25,Sales target achievement bonus.
2798,2798,1519.05,2023-09-20,Year-end performance bonus.
2799,2799,1044.49,2023-11-27,Holiday bonus.
2800,2800,1681.72,2024-03-27,Year-end performance bonus.
2801,2801,1889.18,2023-12-12,Sales target achievement bonus.
2802,2802,844.79,2023-10-22,Employee of the month bonus.
2803,2803,763.98,2023-11-22,Employee of the month bonus.
2804,2804,1889.43,2023-08-12,Holiday bonus.
2805,2805,1218.66,2024-01-09,Holiday bonus.
2806,2806,1283.17,2023-06-18,Employee of the month bonus.
2807,2807,769.28,2024-03-03,Year-end performance bonus.
2808,2808,733.84,2023-08-20,Employee of the month bonus.
2809,2809,858.1,2024-01-30,Employee of the month bonus.
2810,2810,827.24,2023-06-18,Holiday bonus.
2811,2811,579.67,2023-09-13,Sales target achievement bonus.
2812,2812,990.93,2023-07-30,Employee of the month bonus.
2813,2813,1454.56,2024-03-17,Employee of the month bonus.
2814,2814,1493.31,2023-12-03,Project completion bonus.
2815,2815,1421.03,2023-10-13,Sales target achievement bonus.
2816,2816,1760.63,2023-06-18,Sales target achievement bonus.
2817,2817,1378.78,2024-01-19,Project completion bonus.
2818,2818,1776.57,2023-08-31,Year-end performance bonus.
2819,2819,1114.29,2023-09-18,Year-end performance bonus.
2820,2820,662.43,2024-03-15,Holiday bonus.
2821,2821,1207.5,2024-01-26,Year-end performance bonus.
2822,2822,867.41,2023-08-18,Year-end performance bonus.
2823,2823,646.17,2023-12-02,Employee of the month bonus.
2824,2824,560.31,2024-02-24,Sales target achievement bonus.
2825,2825,1676.96,2024-01-17,Project completion bonus.
2826,2826,543.39,2024-02-04,Project completion bonus.
2827,2827,1032.76,2024-03-09,Employee of the month bonus.
2828,2828,584.13,2024-01-09,Holiday bonus.
2829,2829,823.83,2024-05-12,Year-end performance bonus.
2830,2830,1978.88,2023-06-14,Sales target achievement bonus.
2831,2831,1376.5,2023-10-10,Holiday bonus.
2832,2832,1277.01,2023-06-09,Sales target achievement bonus.
2833,2833,1411.71,2024-03-25,Employee of the month bonus.
2834,2834,1407.29,2023-12-21,Holiday bonus.
2835,2835,1355.94,2023-07-05,Holiday bonus.
2836,2836,1706.11,2024-03-01,Employee of the month bonus.
2837,2837,745.03,2023-11-03,Year-end performance bonus.
2838,2838,925.52,2023-06-01,Employee of the month bonus.
2839,2839,1729.73,2023-12-04,Holiday bonus.
2840,2840,924.95,2023-09-24,Holiday bonus.
2841,2841,989.19,2024-04-03,Project completion bonus.
2842,2842,1941.08,2023-06-10,Project completion bonus.
2843,2843,1849.2,2023-12-18,Employee of the month bonus.
2844,2844,621.5,2024-03-10,Year-end performance bonus.
2845,2845,691.26,2024-03-30,Sales target achievement bonus.
2846,2846,1437.42,2024-03-09,Employee of the month bonus.
2847,2847,1177.71,2024-02-29,Project completion bonus.
2848,2848,1519.36,2023-07-16,Sales target achievement bonus.
2849,2849,659.74,2023-12-21,Employee of the month bonus.
2850,2850,624.85,2024-03-05,Sales target achievement bonus.
2851,2851,1831.49,2024-04-29,Employee of the month bonus.
2852,2852,1257.07,2024-01-30,Sales target achievement bonus.
2853,2853,1271.52,2024-03-29,Year-end performance bonus.
2854,2854,1952.49,2024-05-05,Sales target achievement bonus.
2855,2855,1255.67,2024-03-22,Holiday bonus.
2856,2856,1380.77,2023-10-10,Employee of the month bonus.
2857,2857,657.78,2024-04-10,Holiday bonus.
2858,2858,1890.4,2023-08-16,Holiday bonus.
2859,2859,1408.86,2023-12-06,Sales target achievement bonus.
2860,2860,1212.4,2023-11-23,Sales target achievement bonus.
