UsageID,CompanyID,EmployeeID,ModuleName,TaskDescription,StartTime,EndTime,TaskDuration,CompletionStatus,ErrorDetails,LastUsedDate
4272,43,2130,Payroll,Edit payroll,2024-03-26 13:52:29.151896,2024-03-26 14:29:29.151896,37.0,Completed,,2024-03-25 03:58:26.422643
4273,43,2134,Leave Management,Submit for approval,2024-04-06 16:03:16.215786,2024-04-06 16:24:16.215786,21.0,Completed,,2024-05-11 06:10:05.782436
4274,43,2148,Performance Review,Delete review,2024-05-06 00:09:09.846594,2024-05-06 00:26:09.846594,17.0,Completed,,2024-05-16 10:19:30.485553
4275,43,2107,Performance Review,Delete review,2024-04-13 16:44:08.661705,2024-04-13 17:07:08.661705,23.0,Completed,,2024-05-17 01:33:01.934218
4276,43,2134,Payroll,Create payroll notifications,2024-05-12 09:57:24.680852,2024-05-12 10:46:24.680852,49.0,Not completed,Invalid data format,2024-04-19 07:10:26.800107
4277,43,2103,Leave Management,Submit for approval,2024-05-15 00:17:10.254226,2024-05-15 00:52:10.254226,35.0,Not completed,Database error,2024-04-12 17:25:25.659596
4278,43,2117,Leave Management,Create new leave,2024-04-28 23:28:43.042860,2024-04-29 00:17:43.042860,49.0,Completed,,2024-04-06 20:24:38.817705
4279,43,2114,Leave Management,Submit for approval,2024-04-09 22:36:27.121139,2024-04-09 23:30:27.121139,54.0,Not completed,Database error,2024-05-08 19:24:06.966014
4280,43,2121,Payroll,Create payroll notifications,2024-05-16 22:55:32.676325,2024-05-16 23:40:32.676325,45.0,Not completed,Database error,2024-03-24 01:50:49.805963
4281,43,2144,Leave Management,Create new leave,2024-05-12 12:29:07.750587,2024-05-12 13:21:07.750587,52.0,Completed,,2024-05-13 23:21:32.105497
4282,43,2137,Payroll,Create payroll notifications,2024-05-22 00:52:25.161391,2024-05-22 01:33:25.161391,41.0,Completed,,2024-05-03 20:27:18.370851
4283,43,2123,Payroll,Edit payroll,2024-04-01 05:18:46.505380,2024-04-01 05:59:46.505380,41.0,Not completed,Permission denied,2024-05-20 19:59:11.819267
4284,43,2115,Leave Management,Create new leave,2024-05-16 18:16:15.577883,2024-05-16 19:12:15.577883,56.0,Not completed,Invalid data format,2024-05-08 04:06:01.770098
4285,43,2140,Performance Review,Start new review,2024-04-23 19:20:58.227022,2024-04-23 20:04:58.227022,44.0,Not completed,Connection timeout,2024-05-04 00:54:26.004253
4286,43,2133,Leave Management,Delete leave submission,2024-04-27 19:52:31.364756,2024-04-27 20:50:31.364756,58.0,Completed,,2024-04-23 14:13:10.619217
4287,43,2106,Leave Management,Appeal leave status,2024-03-29 03:45:17.335152,2024-03-29 04:18:17.335152,33.0,Not completed,Connection timeout,2024-04-16 07:30:20.927726
4288,43,2127,Performance Review,Delete review,2024-04-16 17:49:01.654894,2024-04-16 18:36:01.654894,47.0,Completed,,2024-04-20 17:11:36.406571
4289,43,2132,Payroll,Edit payroll,2024-05-13 02:39:35.696977,2024-05-13 02:57:35.696977,18.0,Not completed,Database error,2024-04-11 01:38:20.713362
4290,43,2132,Leave Management,Delete leave submission,2024-03-30 10:34:03.502457,2024-03-30 11:03:03.502457,29.0,Not completed,Database error,2024-04-05 06:08:28.717001
4291,43,2143,Leave Management,Submit for approval,2024-04-26 18:12:57.887902,2024-04-26 18:42:57.887902,30.0,Completed,,2024-04-17 08:23:47.804911
4292,43,2149,Performance Review,Start new review,2024-05-21 20:56:24.451533,2024-05-21 21:29:24.451533,33.0,Completed,,2024-03-31 15:31:15.372792
4293,43,2136,Performance Review,Delete review,2024-04-24 06:11:28.247438,2024-04-24 07:09:28.247438,58.0,Completed,,2024-05-11 20:48:50.599319
4294,43,2129,Performance Review,Edit existing review,2024-04-10 07:12:00.454788,2024-04-10 07:49:00.454788,37.0,Completed,,2024-05-17 04:37:29.393595
4295,43,2135,Payroll,Edit payroll,2024-05-13 03:02:46.871196,2024-05-13 03:24:46.871196,22.0,Not completed,Invalid data format,2024-04-18 09:36:49.097437
4296,43,2104,Payroll,Create payroll notifications,2024-05-09 03:33:43.356233,2024-05-09 04:27:43.356233,54.0,Completed,,2024-04-18 21:43:28.388163
4297,43,2124,Performance Review,Edit existing review,2024-05-10 12:11:14.569122,2024-05-10 12:32:14.569122,21.0,Not completed,Invalid data format,2024-04-13 10:05:35.838852
4298,43,2108,Performance Review,Edit existing review,2024-04-27 05:34:32.394035,2024-04-27 06:09:32.394035,35.0,Not completed,Unable to process user input,2024-04-17 16:55:02.274801
4299,43,2145,Payroll,Create payroll notifications,2024-04-10 07:53:31.602388,2024-04-10 08:53:31.602388,60.0,Completed,,2024-04-20 12:01:50.795344
4300,43,2104,Payroll,Edit payroll,2024-04-18 03:28:16.576774,2024-04-18 03:34:16.576774,6.0,Not completed,Permission denied,2024-05-06 12:32:49.559963
4301,44,2179,Payroll,Edit payroll,2024-04-07 03:18:22.678438,2024-04-07 03:38:22.678438,20.0,Completed,,2024-05-20 09:12:35.264384
4302,44,2200,Leave Management,Delete leave submission,2024-05-08 10:59:43.880746,2024-05-08 11:05:43.880746,6.0,Completed,,2024-05-08 12:30:47.982944
4303,44,2158,Leave Management,Submit for approval,2024-04-17 02:18:19.949778,2024-04-17 02:52:19.949778,34.0,Completed,,2024-05-17 11:38:17.507386
4304,44,2152,Payroll,Edit payroll,2024-04-27 06:08:14.361983,2024-04-27 06:52:14.361983,44.0,Completed,,2024-05-17 03:28:40.240143
4305,44,2190,Performance Review,Edit existing review,2024-04-21 18:07:45.341441,2024-04-21 18:41:45.341441,34.0,Not completed,Database error,2024-05-21 12:52:11.549071
4306,44,2160,Performance Review,Start new review,2024-04-09 02:45:55.694160,2024-04-09 02:53:55.694160,8.0,Completed,,2024-04-05 12:35:54.285635
4307,44,2190,Payroll,Submit payroll,2024-04-06 15:09:04.971379,2024-04-06 15:56:04.971379,47.0,Not completed,Connection timeout,2024-04-14 21:13:11.607967
4308,44,2178,Performance Review,Start new review,2024-05-10 06:05:35.941268,2024-05-10 06:12:35.941268,7.0,Completed,,2024-03-26 15:18:58.268397
4309,44,2182,Leave Management,Appeal leave status,2024-04-30 05:20:26.405478,2024-04-30 06:07:26.405478,47.0,Not completed,Invalid data format,2024-04-11 19:54:55.313682
4310,44,2154,Leave Management,Appeal leave status,2024-04-22 18:35:33.858454,2024-04-22 18:41:33.858454,6.0,Completed,,2024-04-10 21:22:56.965879
4311,44,2183,Payroll,Edit payroll,2024-04-17 00:16:00.977283,2024-04-17 00:35:00.977283,19.0,Completed,,2024-04-18 07:44:31.614477
4312,44,2153,Performance Review,Edit existing review,2024-03-31 09:08:01.841579,2024-03-31 09:32:01.841579,24.0,Not completed,Permission denied,2024-05-07 23:40:52.320448
4313,44,2176,Leave Management,Submit for approval,2024-04-13 19:39:00.877578,2024-04-13 20:05:00.877578,26.0,Completed,,2024-03-29 14:24:03.816261
4314,44,2165,Leave Management,Delete leave submission,2024-05-12 13:00:46.264965,2024-05-12 13:28:46.264965,28.0,Completed,,2024-04-06 02:17:23.307667
4315,44,2181,Leave Management,Submit for approval,2024-05-07 00:11:18.890477,2024-05-07 01:08:18.890477,57.0,Not completed,Database error,2024-04-29 01:28:56.553093
4316,44,2193,Payroll,Create payroll notifications,2024-03-26 03:59:05.964782,2024-03-26 04:35:05.964782,36.0,Not completed,Invalid data format,2024-05-20 10:32:13.350170
4317,44,2169,Performance Review,Start new review,2024-05-21 21:29:56.544500,2024-05-21 21:57:56.544500,28.0,Not completed,Permission denied,2024-05-07 09:55:38.282185
4318,44,2192,Payroll,Edit payroll,2024-03-29 12:30:43.394396,2024-03-29 13:20:43.394396,50.0,Completed,,2024-05-05 06:52:35.683502
4319,44,2176,Leave Management,Submit for approval,2024-04-04 13:03:13.379218,2024-04-04 13:17:13.379218,14.0,Not completed,Unable to process user input,2024-04-21 01:11:34.084812
4320,44,2190,Payroll,Edit payroll,2024-04-23 00:02:30.300151,2024-04-23 00:18:30.300151,16.0,Completed,,2024-04-08 08:14:46.286196
4321,44,2178,Leave Management,Submit for approval,2024-05-13 00:23:43.767496,2024-05-13 00:44:43.767496,21.0,Completed,,2024-03-31 10:45:43.830396
4322,44,2191,Leave Management,Appeal leave status,2024-04-21 22:53:43.546557,2024-04-21 23:06:43.546557,13.0,Not completed,Connection timeout,2024-04-29 16:29:21.839339
4323,44,2154,Performance Review,Submit for approval,2024-05-08 17:15:27.789628,2024-05-08 18:09:27.789628,54.0,Not completed,Unable to process user input,2024-05-15 05:12:51.159954
4324,44,2195,Payroll,Create payroll notifications,2024-04-27 14:08:07.926269,2024-04-27 14:58:07.926269,50.0,Not completed,Unable to process user input,2024-05-21 21:38:34.087933
4325,44,2165,Leave Management,Create new leave,2024-03-27 16:28:23.198347,2024-03-27 17:04:23.198347,36.0,Not completed,Unable to process user input,2024-04-13 07:45:21.321213
4326,44,2194,Leave Management,Appeal leave status,2024-05-11 22:02:37.847623,2024-05-11 22:18:37.847623,16.0,Completed,,2024-04-06 06:13:36.376414
4327,44,2169,Leave Management,Delete leave submission,2024-04-17 23:29:16.124521,2024-04-18 00:28:16.124521,59.0,Completed,,2024-04-19 11:15:24.735558
4328,44,2173,Performance Review,Edit existing review,2024-04-24 16:00:06.277544,2024-04-24 16:44:06.277544,44.0,Completed,,2024-04-01 01:19:19.876069
4329,44,2190,Payroll,Edit payroll,2024-05-09 03:44:32.051112,2024-05-09 04:34:32.051112,50.0,Not completed,Connection timeout,2024-05-22 08:39:38.741541
4330,44,2170,Performance Review,Submit for approval,2024-05-01 14:38:34.720289,2024-05-01 15:05:34.720289,27.0,Not completed,Permission denied,2024-05-05 02:08:22.630564
4331,44,2195,Leave Management,Appeal leave status,2024-04-08 07:17:02.547457,2024-04-08 07:23:02.547457,6.0,Not completed,Database error,2024-04-04 20:09:15.269857
4332,44,2173,Performance Review,Edit existing review,2024-04-14 03:25:48.872638,2024-04-14 04:05:48.872638,40.0,Not completed,Permission denied,2024-04-10 01:54:11.775678
4333,44,2187,Payroll,Submit payroll,2024-04-17 21:41:00.763066,2024-04-17 21:58:00.763066,17.0,Completed,,2024-04-25 09:37:28.817372
4334,44,2176,Leave Management,Submit for approval,2024-04-23 08:23:41.926080,2024-04-23 09:08:41.926080,45.0,Not completed,Unable to process user input,2024-05-01 23:37:19.171558
4335,44,2200,Performance Review,Start new review,2024-04-07 01:05:04.695997,2024-04-07 01:28:04.695997,23.0,Completed,,2024-04-02 18:11:03.217657
4336,44,2153,Performance Review,Delete review,2024-04-07 05:24:21.437357,2024-04-07 06:17:21.437357,53.0,Completed,,2024-03-29 15:16:13.594610
4337,44,2190,Performance Review,Edit existing review,2024-04-10 04:00:55.253825,2024-04-10 04:19:55.253825,19.0,Not completed,Connection timeout,2024-04-08 12:38:26.398950
4338,44,2198,Leave Management,Delete leave submission,2024-04-26 23:30:51.245460,2024-04-26 23:56:51.245460,26.0,Completed,,2024-05-10 17:20:59.226726
4339,44,2163,Payroll,Submit payroll,2024-04-10 02:39:50.259597,2024-04-10 02:53:50.259597,14.0,Completed,,2024-04-30 04:53:38.132539
4340,44,2158,Performance Review,Submit for approval,2024-04-12 14:30:25.684269,2024-04-12 15:13:25.684269,43.0,Completed,,2024-03-30 05:06:51.879183
4341,44,2168,Leave Management,Appeal leave status,2024-04-17 02:01:55.924805,2024-04-17 02:47:55.924805,46.0,Completed,,2024-03-28 11:13:01.932336
4342,44,2162,Performance Review,Submit for approval,2024-04-25 10:18:50.207601,2024-04-25 11:09:50.207601,51.0,Completed,,2024-05-22 21:31:24.139679
4343,44,2182,Payroll,Create payroll notifications,2024-03-25 03:56:21.281048,2024-03-25 04:33:21.281048,37.0,Not completed,Database error,2024-04-22 06:59:49.236569
4344,44,2167,Performance Review,Start new review,2024-04-06 06:52:01.629217,2024-04-06 07:49:01.629217,57.0,Completed,,2024-05-21 01:00:35.274276
4345,44,2187,Leave Management,Appeal leave status,2024-04-18 13:18:54.784809,2024-04-18 14:09:54.784809,51.0,Completed,,2024-04-29 04:46:32.259843
4346,44,2154,Payroll,Create payroll notifications,2024-04-16 12:37:51.836636,2024-04-16 12:55:51.836636,18.0,Completed,,2024-04-19 09:48:01.118256
4347,44,2171,Performance Review,Edit existing review,2024-03-28 21:31:11.429836,2024-03-28 21:39:11.429836,8.0,Not completed,Permission denied,2024-04-10 02:26:41.816776
4348,44,2197,Payroll,Create payroll notifications,2024-05-14 13:51:03.811278,2024-05-14 14:04:03.811278,13.0,Completed,,2024-04-20 06:27:02.703912
4349,44,2188,Leave Management,Create new leave,2024-05-06 13:24:40.202004,2024-05-06 14:08:40.202004,44.0,Not completed,Connection timeout,2024-04-10 04:07:56.174467
4350,44,2188,Performance Review,Delete review,2024-05-11 21:31:35.101213,2024-05-11 22:04:35.101213,33.0,Not completed,Permission denied,2024-05-01 07:57:47.708077
4351,44,2176,Performance Review,Start new review,2024-05-23 03:18:06.697244,2024-05-23 03:40:06.697244,22.0,Not completed,Permission denied,2024-04-12 15:00:21.761303
4352,44,2162,Payroll,Submit payroll,2024-04-07 04:17:25.724770,2024-04-07 04:52:25.724770,35.0,Completed,,2024-04-08 05:50:16.071160
4353,44,2161,Performance Review,Start new review,2024-04-21 19:18:41.003285,2024-04-21 20:00:41.003285,42.0,Not completed,Permission denied,2024-05-14 15:00:07.846536
4354,44,2195,Leave Management,Submit for approval,2024-05-12 14:57:23.807327,2024-05-12 15:45:23.807327,48.0,Not completed,Connection timeout,2024-03-30 01:34:09.988401
4355,44,2181,Leave Management,Create new leave,2024-05-06 01:20:19.885821,2024-05-06 01:55:19.885821,35.0,Completed,,2024-04-02 23:57:25.063686
4356,44,2190,Payroll,Submit payroll,2024-05-04 14:11:42.564234,2024-05-04 14:49:42.564234,38.0,Not completed,Connection timeout,2024-04-23 01:09:41.289605
4357,44,2178,Payroll,Edit payroll,2024-04-25 12:38:14.519974,2024-04-25 12:58:14.519974,20.0,Not completed,Database error,2024-05-11 08:38:01.580710
4358,44,2179,Payroll,Create payroll notifications,2024-04-15 09:39:57.243507,2024-04-15 09:56:57.243507,17.0,Completed,,2024-04-23 13:06:46.170396
4359,44,2160,Leave Management,Create new leave,2024-04-28 10:18:44.583690,2024-04-28 10:37:44.583690,19.0,Not completed,Connection timeout,2024-04-28 03:32:08.439411
4360,44,2155,Leave Management,Appeal leave status,2024-04-20 19:52:02.429155,2024-04-20 20:26:02.429155,34.0,Completed,,2024-04-12 06:56:47.966427
4361,44,2193,Payroll,Submit payroll,2024-04-09 17:53:35.515419,2024-04-09 18:05:35.515419,12.0,Not completed,Permission denied,2024-05-07 21:25:18.154799
4362,44,2187,Payroll,Edit payroll,2024-05-08 16:26:26.372451,2024-05-08 16:48:26.372451,22.0,Completed,,2024-05-12 20:38:15.852120
4363,44,2180,Performance Review,Submit for approval,2024-04-13 00:41:46.659366,2024-04-13 00:57:46.659366,16.0,Not completed,Connection timeout,2024-05-15 01:29:06.091523
4364,44,2191,Leave Management,Create new leave,2024-04-02 18:10:05.187876,2024-04-02 18:21:05.187876,11.0,Not completed,Database error,2024-04-12 00:43:13.921789
4365,44,2162,Performance Review,Start new review,2024-04-30 18:45:03.528695,2024-04-30 19:37:03.528695,52.0,Not completed,Invalid data format,2024-04-19 10:27:08.678848
4366,44,2165,Performance Review,Start new review,2024-05-06 16:18:09.702435,2024-05-06 17:05:09.702435,47.0,Not completed,Permission denied,2024-05-03 10:28:00.527328
4367,44,2191,Performance Review,Start new review,2024-05-02 07:38:33.337502,2024-05-02 08:26:33.337502,48.0,Completed,,2024-04-21 13:47:48.626394
4368,44,2183,Payroll,Create payroll notifications,2024-03-28 00:57:43.985980,2024-03-28 01:37:43.985980,40.0,Completed,,2024-05-14 19:52:41.802903
4369,44,2174,Leave Management,Submit for approval,2024-04-09 20:19:05.066655,2024-04-09 20:47:05.066655,28.0,Completed,,2024-03-26 20:34:53.127760
4370,44,2165,Leave Management,Delete leave submission,2024-04-25 23:15:45.380635,2024-04-25 23:29:45.380635,14.0,Completed,,2024-04-23 14:25:29.797551
4371,44,2194,Payroll,Edit payroll,2024-03-26 08:50:44.265122,2024-03-26 09:24:44.265122,34.0,Not completed,Invalid data format,2024-04-23 22:53:22.470069
4372,44,2163,Payroll,Create payroll notifications,2024-05-09 12:07:47.427202,2024-05-09 12:42:47.427202,35.0,Not completed,Unable to process user input,2024-04-27 12:23:45.728921
4373,44,2172,Performance Review,Submit for approval,2024-05-08 00:26:16.005678,2024-05-08 00:58:16.005678,32.0,Completed,,2024-04-09 13:30:12.410960
4374,44,2172,Payroll,Submit payroll,2024-04-27 08:52:29.421736,2024-04-27 09:47:29.421736,55.0,Completed,,2024-05-07 14:24:14.190553
4375,44,2156,Payroll,Edit payroll,2024-03-24 08:19:38.336868,2024-03-24 08:26:38.336868,7.0,Not completed,Invalid data format,2024-04-01 05:56:44.160861
4376,44,2194,Leave Management,Submit for approval,2024-05-14 20:44:52.257108,2024-05-14 20:51:52.257108,7.0,Not completed,Unable to process user input,2024-05-03 15:40:24.680140
4377,44,2188,Performance Review,Edit existing review,2024-05-07 02:08:25.654617,2024-05-07 02:19:25.654617,11.0,Not completed,Unable to process user input,2024-04-10 07:36:48.162030
4378,44,2180,Payroll,Edit payroll,2024-04-19 16:03:18.620153,2024-04-19 16:36:18.620153,33.0,Completed,,2024-04-23 01:16:29.024841
4379,44,2193,Payroll,Edit payroll,2024-03-24 15:55:36.999877,2024-03-24 16:47:36.999877,52.0,Not completed,Permission denied,2024-03-31 06:09:10.017770
4380,44,2181,Leave Management,Appeal leave status,2024-04-03 09:33:06.933090,2024-04-03 10:06:06.933090,33.0,Not completed,Connection timeout,2024-03-26 20:34:46.977958
4381,44,2179,Leave Management,Appeal leave status,2024-04-07 23:46:23.727664,2024-04-08 00:29:23.727664,43.0,Completed,,2024-03-26 04:07:15.621781
4382,44,2159,Performance Review,Start new review,2024-04-15 21:55:29.078986,2024-04-15 22:14:29.078986,19.0,Not completed,Invalid data format,2024-04-04 18:31:49.270222
4383,44,2177,Leave Management,Create new leave,2024-04-23 08:52:26.042347,2024-04-23 09:17:26.042347,25.0,Not completed,Unable to process user input,2024-04-10 09:28:43.452811
4384,44,2156,Payroll,Create payroll notifications,2024-04-25 08:49:05.292440,2024-04-25 09:15:05.292440,26.0,Not completed,Unable to process user input,2024-04-29 19:16:50.648612
4385,44,2182,Performance Review,Edit existing review,2024-05-10 17:32:41.674080,2024-05-10 17:45:41.674080,13.0,Not completed,Database error,2024-04-30 07:42:40.454715
4386,44,2195,Leave Management,Submit for approval,2024-04-17 12:44:40.627159,2024-04-17 13:27:40.627159,43.0,Completed,,2024-05-04 07:32:36.349008
4387,44,2162,Leave Management,Delete leave submission,2024-05-17 23:43:12.218627,2024-05-18 00:36:12.218627,53.0,Not completed,Permission denied,2024-05-17 22:29:52.056607
4388,44,2197,Performance Review,Delete review,2024-05-02 12:34:36.802101,2024-05-02 12:58:36.802101,24.0,Not completed,Unable to process user input,2024-03-31 02:35:11.715587
4389,44,2184,Leave Management,Appeal leave status,2024-04-30 00:00:14.557251,2024-04-30 00:57:14.557251,57.0,Not completed,Invalid data format,2024-04-28 06:04:24.765891
4390,44,2151,Payroll,Edit payroll,2024-05-11 09:55:07.683761,2024-05-11 10:27:07.683761,32.0,Not completed,Invalid data format,2024-04-27 06:35:57.620659
4391,44,2188,Leave Management,Delete leave submission,2024-03-29 19:40:19.362953,2024-03-29 20:19:19.362953,39.0,Completed,,2024-05-12 06:03:57.386637
4392,44,2163,Leave Management,Submit for approval,2024-04-20 19:39:48.951684,2024-04-20 20:35:48.951684,56.0,Not completed,Connection timeout,2024-04-28 00:58:16.879351
4393,44,2186,Leave Management,Appeal leave status,2024-04-14 06:37:50.348457,2024-04-14 07:23:50.348457,46.0,Not completed,Permission denied,2024-04-17 20:32:06.875331
4394,44,2171,Performance Review,Edit existing review,2024-03-26 12:27:12.450032,2024-03-26 13:23:12.450032,56.0,Not completed,Unable to process user input,2024-04-23 17:40:48.992263
4395,44,2177,Performance Review,Start new review,2024-04-25 07:01:44.508261,2024-04-25 07:23:44.508261,22.0,Not completed,Unable to process user input,2024-05-13 00:02:22.586468
4396,44,2167,Leave Management,Submit for approval,2024-04-14 18:43:24.938897,2024-04-14 18:57:24.938897,14.0,Not completed,Unable to process user input,2024-04-04 15:38:21.839280
4397,44,2185,Performance Review,Edit existing review,2024-05-22 06:19:49.799384,2024-05-22 06:26:49.799384,7.0,Completed,,2024-05-15 03:36:30.356314
4398,44,2195,Payroll,Submit payroll,2024-04-09 07:59:49.955742,2024-04-09 08:36:49.955742,37.0,Completed,,2024-05-21 05:19:40.843587
4399,44,2189,Leave Management,Create new leave,2024-04-01 23:56:11.480600,2024-04-02 00:56:11.480600,60.0,Not completed,Database error,2024-03-31 00:28:39.158963
4400,44,2190,Leave Management,Delete leave submission,2024-05-12 08:30:19.795784,2024-05-12 08:45:19.795784,15.0,Not completed,Connection timeout,2024-03-25 16:00:16.412145
4401,45,2201,Leave Management,Create new leave,2024-03-24 12:38:15.606108,2024-03-24 12:51:15.606108,13.0,Completed,,2024-05-21 18:23:14.920597
4402,45,2218,Performance Review,Start new review,2024-03-28 15:54:20.141895,2024-03-28 16:38:20.141895,44.0,Completed,,2024-05-07 17:05:34.065296
4403,45,2243,Leave Management,Create new leave,2024-04-09 11:41:52.608902,2024-04-09 12:01:52.608902,20.0,Completed,,2024-04-27 14:17:12.495575
4404,45,2228,Performance Review,Delete review,2024-04-21 22:13:21.336627,2024-04-21 23:13:21.336627,60.0,Not completed,Permission denied,2024-04-01 13:22:15.621141
4405,45,2220,Leave Management,Appeal leave status,2024-03-30 03:04:54.763455,2024-03-30 03:26:54.763455,22.0,Completed,,2024-04-30 06:41:53.874690
4406,45,2221,Payroll,Edit payroll,2024-04-05 17:28:01.487452,2024-04-05 18:21:01.487452,53.0,Not completed,Permission denied,2024-04-26 12:17:21.917452
4407,45,2209,Performance Review,Delete review,2024-04-04 04:01:17.714114,2024-04-04 04:45:17.714114,44.0,Completed,,2024-05-11 17:45:05.667398
4408,45,2209,Leave Management,Appeal leave status,2024-04-27 16:04:23.971648,2024-04-27 16:52:23.971648,48.0,Completed,,2024-05-16 21:07:50.867647
4409,45,2240,Performance Review,Delete review,2024-04-10 16:02:53.791108,2024-04-10 16:49:53.791108,47.0,Not completed,Unable to process user input,2024-04-01 20:49:19.648403
4410,45,2233,Payroll,Edit payroll,2024-05-21 06:43:58.185916,2024-05-21 07:23:58.185916,40.0,Not completed,Connection timeout,2024-04-30 06:49:58.361398
4411,45,2230,Performance Review,Start new review,2024-04-04 10:38:36.141831,2024-04-04 11:02:36.141831,24.0,Not completed,Invalid data format,2024-04-05 20:34:38.023342
4412,45,2207,Leave Management,Submit for approval,2024-04-03 09:49:52.728114,2024-04-03 10:45:52.728114,56.0,Not completed,Connection timeout,2024-05-05 09:12:43.150033
4413,45,2238,Performance Review,Start new review,2024-05-09 11:19:44.938299,2024-05-09 12:14:44.938299,55.0,Not completed,Database error,2024-04-10 22:37:39.152271
4414,45,2244,Performance Review,Delete review,2024-04-06 04:32:49.627882,2024-04-06 05:14:49.627882,42.0,Completed,,2024-04-02 05:30:44.436061
4415,45,2233,Payroll,Create payroll notifications,2024-05-16 11:21:16.330841,2024-05-16 11:46:16.330841,25.0,Completed,,2024-05-04 09:14:47.685013
4416,45,2224,Payroll,Submit payroll,2024-03-25 11:00:02.395150,2024-03-25 11:08:02.395150,8.0,Not completed,Connection timeout,2024-05-14 04:16:31.624596
4417,45,2215,Payroll,Submit payroll,2024-03-29 11:29:17.382970,2024-03-29 12:05:17.382970,36.0,Not completed,Permission denied,2024-03-30 12:50:16.115729
4418,45,2229,Leave Management,Submit for approval,2024-05-05 20:05:56.879852,2024-05-05 21:03:56.879852,58.0,Not completed,Permission denied,2024-04-26 20:48:18.433519
4419,45,2209,Performance Review,Start new review,2024-03-26 12:46:30.513491,2024-03-26 12:54:30.513491,8.0,Completed,,2024-04-18 03:34:23.981259
4420,45,2234,Performance Review,Delete review,2024-04-07 13:57:43.643068,2024-04-07 14:30:43.643068,33.0,Completed,,2024-03-29 16:24:13.181994
4421,45,2201,Payroll,Edit payroll,2024-04-21 04:10:29.232254,2024-04-21 04:44:29.232254,34.0,Not completed,Invalid data format,2024-04-01 22:56:39.446810
4422,45,2241,Leave Management,Create new leave,2024-04-19 01:27:59.902069,2024-04-19 01:37:59.902069,10.0,Not completed,Unable to process user input,2024-05-07 10:20:08.711005
4423,45,2247,Leave Management,Appeal leave status,2024-04-26 22:06:26.471284,2024-04-26 22:24:26.471284,18.0,Not completed,Permission denied,2024-05-13 05:44:44.581707
4424,45,2223,Payroll,Submit payroll,2024-05-14 01:48:34.594657,2024-05-14 02:04:34.594657,16.0,Completed,,2024-04-13 00:07:47.295536
4425,45,2222,Performance Review,Delete review,2024-04-29 01:36:13.584148,2024-04-29 02:35:13.584148,59.0,Completed,,2024-04-04 07:33:53.849823
4426,45,2228,Leave Management,Submit for approval,2024-04-14 00:01:31.280012,2024-04-14 00:25:31.280012,24.0,Not completed,Connection timeout,2024-04-17 20:00:13.507853
4427,45,2216,Leave Management,Appeal leave status,2024-04-05 13:13:09.387953,2024-04-05 13:23:09.387953,10.0,Completed,,2024-05-11 14:57:03.933188
4428,45,2207,Performance Review,Delete review,2024-05-02 15:45:58.960478,2024-05-02 16:22:58.960478,37.0,Completed,,2024-04-29 09:00:32.656246
4429,45,2236,Leave Management,Delete leave submission,2024-04-16 23:56:11.677047,2024-04-17 00:56:11.677047,60.0,Completed,,2024-04-01 17:35:59.937400
4430,45,2242,Leave Management,Create new leave,2024-04-06 06:18:52.777498,2024-04-06 06:50:52.777498,32.0,Not completed,Unable to process user input,2024-04-04 18:53:13.876296
4431,45,2237,Leave Management,Delete leave submission,2024-05-10 22:52:12.397045,2024-05-10 23:34:12.397045,42.0,Not completed,Database error,2024-03-27 12:31:33.058152
4432,45,2211,Performance Review,Edit existing review,2024-05-10 22:39:02.038466,2024-05-10 23:20:02.038466,41.0,Completed,,2024-04-21 06:17:38.797502
4433,45,2234,Leave Management,Appeal leave status,2024-05-07 08:35:53.431267,2024-05-07 08:50:53.431267,15.0,Completed,,2024-05-13 21:28:52.528828
4434,45,2229,Payroll,Create payroll notifications,2024-05-01 17:07:59.906004,2024-05-01 17:57:59.906004,50.0,Completed,,2024-04-30 13:34:34.313544
4435,45,2247,Performance Review,Start new review,2024-04-04 08:09:00.921499,2024-04-04 08:48:00.921499,39.0,Completed,,2024-04-06 12:45:16.888805
4436,45,2213,Leave Management,Submit for approval,2024-05-02 11:06:16.205902,2024-05-02 11:46:16.205902,40.0,Completed,,2024-05-20 02:17:20.368979
4437,45,2242,Payroll,Submit payroll,2024-04-25 11:56:41.079800,2024-04-25 12:09:41.079800,13.0,Not completed,Database error,2024-03-24 22:15:28.934158
4438,45,2237,Payroll,Edit payroll,2024-05-14 10:19:30.933817,2024-05-14 10:35:30.933817,16.0,Not completed,Permission denied,2024-05-18 05:22:36.814615
4439,45,2221,Payroll,Edit payroll,2024-04-01 06:42:27.962650,2024-04-01 07:02:27.962650,20.0,Completed,,2024-04-17 01:29:03.019471
4440,45,2249,Leave Management,Submit for approval,2024-05-06 07:20:28.430954,2024-05-06 08:08:28.430954,48.0,Not completed,Connection timeout,2024-04-19 04:20:38.875791
4441,45,2220,Leave Management,Create new leave,2024-04-21 08:44:13.497802,2024-04-21 09:18:13.497802,34.0,Not completed,Permission denied,2024-05-11 14:01:56.061273
4442,45,2214,Performance Review,Submit for approval,2024-05-11 05:35:59.628828,2024-05-11 06:05:59.628828,30.0,Completed,,2024-04-24 12:03:24.779300
4443,45,2226,Performance Review,Delete review,2024-05-04 02:36:44.065179,2024-05-04 02:47:44.065179,11.0,Completed,,2024-04-11 05:53:01.395848
