GoalID,EmployeeID,GoalDescription,StartDate,EndDate,Status,Progress
2939,2939,Complete the new feature development by the end of Q2.,2023-06-06,2023-06-06,Completed,67.36
2940,2940,Achieve a 20% increase in sales in the next quarter.,2024-02-27,2024-04-29,On Hold,49.53
2941,2941,Develop a new training program for new hires within the next quarter.,2024-01-26,2024-02-05,Not Started,89.69
2942,2942,Complete the new feature development by the end of Q2.,2024-05-21,2024-09-24,In Progress,33.21
2943,2943,Complete the new feature development by the end of Q2.,2024-01-20,2024-02-09,On Hold,11.51
2944,2944,Develop a new training program for new hires within the next quarter.,2024-01-12,2024-05-19,On Hold,88.48
2945,2945,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-07,2024-03-14,Not Started,87.7
2946,2946,Achieve a 20% increase in sales in the next quarter.,2023-10-22,2024-02-19,Not Started,62.05
2947,2947,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-13,2024-04-22,In Progress,11.06
2948,2948,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-25,2024-05-13,On Hold,92.24
2949,2949,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-14,2023-07-19,On Hold,19.37
2950,2950,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-27,2024-05-19,Completed,11.78
2951,2951,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-06,2023-08-29,In Progress,63.23
2952,2952,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-08,2023-11-21,On Hold,89.23
2953,2953,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-10,2024-05-16,Not Started,10.44
2954,2954,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-12,2024-04-28,In Progress,81.56
2955,2955,Complete the new feature development by the end of Q2.,2024-05-13,2024-05-26,In Progress,67.98
2956,2956,Achieve a 20% increase in sales in the next quarter.,2024-04-03,2024-06-16,Not Started,53.02
2957,2957,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-03,2023-11-12,On Hold,6.32
2958,2958,Achieve a 20% increase in sales in the next quarter.,2024-03-07,2024-04-27,Not Started,52.88
2959,2959,Complete the new feature development by the end of Q2.,2024-04-04,2024-04-12,In Progress,89.57
2960,2960,Develop a new training program for new hires within the next quarter.,2023-09-12,2023-10-15,Completed,76.29
2961,2961,Complete the new feature development by the end of Q2.,2023-06-23,2023-10-20,Not Started,61.45
2962,2962,Achieve a 20% increase in sales in the next quarter.,2023-07-03,2023-08-09,In Progress,45.9
2963,2963,Develop a new training program for new hires within the next quarter.,2023-08-04,2023-09-08,Not Started,54.38
2964,2964,Complete the new feature development by the end of Q2.,2023-09-09,2023-11-05,Not Started,42.38
2965,2965,Develop a new training program for new hires within the next quarter.,2024-04-17,2024-09-11,In Progress,73.49
2966,2966,Achieve a 20% increase in sales in the next quarter.,2023-08-02,2024-01-15,In Progress,18.07
2967,2967,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-14,2023-12-22,On Hold,28.07
2968,2968,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-08,2024-02-03,On Hold,67.76
2969,2969,Develop a new training program for new hires within the next quarter.,2024-01-07,2024-06-01,Completed,38.15
2970,2970,Complete the new feature development by the end of Q2.,2024-03-04,2024-07-15,Completed,30.91
2971,2971,Achieve a 20% increase in sales in the next quarter.,2023-06-14,2023-08-17,Completed,5.81
2972,2972,Complete the new feature development by the end of Q2.,2024-04-10,2024-04-11,In Progress,81.78
2973,2973,Achieve a 20% increase in sales in the next quarter.,2024-05-21,2024-07-21,In Progress,91.16
2974,2974,Complete the new feature development by the end of Q2.,2023-07-10,2023-07-10,In Progress,83.63
2975,2975,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-22,2023-10-07,In Progress,26.57
2976,2976,Complete the new feature development by the end of Q2.,2023-10-09,2023-12-20,Completed,37.67
2977,2977,Achieve a 20% increase in sales in the next quarter.,2024-01-12,2024-05-18,Completed,95.54
2978,2978,Complete the new feature development by the end of Q2.,2024-01-21,2024-03-30,On Hold,84.17
2979,2979,Achieve a 20% increase in sales in the next quarter.,2023-06-28,2023-08-12,In Progress,69.65
2980,2980,Develop a new training program for new hires within the next quarter.,2023-06-13,2023-07-06,In Progress,97.0
2981,2981,Develop a new training program for new hires within the next quarter.,2024-02-03,2024-07-03,On Hold,6.78
2982,2982,Achieve a 20% increase in sales in the next quarter.,2023-12-06,2024-04-24,On Hold,91.36
2983,2983,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-09,2024-03-20,Completed,69.38
2984,2984,Achieve a 20% increase in sales in the next quarter.,2023-06-04,2023-09-28,Not Started,9.94
2985,2985,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-25,2023-10-26,On Hold,81.58
2986,2986,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-12,2024-09-15,Not Started,82.14
2987,2987,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-30,2024-03-05,On Hold,15.07
2988,2988,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-13,2023-10-12,Not Started,40.92
2989,2989,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-03,2024-01-19,In Progress,54.8
2990,2990,Achieve a 20% increase in sales in the next quarter.,2023-08-06,2023-11-26,In Progress,49.33
2991,2991,Achieve a 20% increase in sales in the next quarter.,2023-06-12,2023-09-28,Not Started,1.33
2992,2992,Complete the new feature development by the end of Q2.,2024-04-03,2024-07-10,Not Started,15.93
2993,2993,Complete the new feature development by the end of Q2.,2024-05-17,2024-10-16,In Progress,65.68
2994,2994,Achieve a 20% increase in sales in the next quarter.,2023-07-22,2023-12-13,Completed,93.53
2995,2995,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-31,2024-03-06,Completed,10.23
2996,2996,Develop a new training program for new hires within the next quarter.,2024-05-17,2024-06-09,In Progress,64.79
2997,2997,Develop a new training program for new hires within the next quarter.,2023-06-23,2023-10-01,On Hold,21.11
2998,2998,Achieve a 20% increase in sales in the next quarter.,2023-10-19,2023-12-30,In Progress,4.55
2999,2999,Complete the new feature development by the end of Q2.,2024-05-03,2024-07-09,In Progress,38.44
3000,3000,Develop a new training program for new hires within the next quarter.,2023-06-08,2023-07-07,On Hold,75.27
3001,3001,Complete the new feature development by the end of Q2.,2024-03-06,2024-08-08,Completed,52.74
3002,3002,Achieve a 20% increase in sales in the next quarter.,2024-04-25,2024-09-24,Not Started,12.23
3003,3003,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-06,2024-03-10,In Progress,11.95
3004,3004,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-14,2024-04-16,Not Started,77.14
3005,3005,Increase customer satisfaction score by 10% within the next 6 months.,2023-05-29,2023-09-20,On Hold,50.66
3006,3006,Complete the new feature development by the end of Q2.,2023-12-21,2024-04-13,Completed,56.77
3007,3007,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-24,2023-11-29,Not Started,48.98
3008,3008,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-08,2023-12-09,Completed,73.98
3009,3009,Complete the new feature development by the end of Q2.,2024-04-19,2024-10-03,Completed,66.31
3010,3010,Complete the new feature development by the end of Q2.,2023-12-10,2023-12-27,Not Started,0.26
3011,3011,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-23,2024-03-30,Not Started,9.55
3012,3012,Achieve a 20% increase in sales in the next quarter.,2024-05-15,2024-08-25,In Progress,80.32
3013,3013,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-22,2024-01-24,On Hold,74.79
3014,3014,Achieve a 20% increase in sales in the next quarter.,2024-05-09,2024-05-18,Not Started,95.54
3015,3015,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-14,2023-10-16,Completed,15.45
3016,3016,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-04,2024-06-03,Completed,90.44
3017,3017,Achieve a 20% increase in sales in the next quarter.,2023-09-30,2023-11-06,In Progress,6.94
3018,3018,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-16,2024-07-15,Not Started,65.35
3019,3019,Achieve a 20% increase in sales in the next quarter.,2023-11-19,2024-02-02,Not Started,21.04
3020,3020,Achieve a 20% increase in sales in the next quarter.,2023-07-30,2023-08-06,Not Started,10.14
3021,3021,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-31,2023-10-15,Not Started,90.62
3022,3022,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-16,2023-09-17,Not Started,71.87
3023,3023,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-05,2024-06-28,Not Started,56.82
3024,3024,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-24,2023-11-12,In Progress,63.22
3025,3025,Achieve a 20% increase in sales in the next quarter.,2024-03-01,2024-07-22,On Hold,21.12
3026,3026,Achieve a 20% increase in sales in the next quarter.,2023-09-17,2023-10-26,On Hold,65.98
3027,3027,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-05,2024-01-12,Completed,58.46
3028,3028,Complete the new feature development by the end of Q2.,2024-02-16,2024-02-18,Completed,30.0
3029,3029,Develop a new training program for new hires within the next quarter.,2024-03-12,2024-06-10,Completed,87.94
3030,3030,Achieve a 20% increase in sales in the next quarter.,2024-01-04,2024-06-17,In Progress,48.61
3031,3031,Complete the new feature development by the end of Q2.,2023-09-11,2023-09-26,On Hold,90.71
3032,3032,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-15,2024-02-25,In Progress,1.13
3033,3033,Develop a new training program for new hires within the next quarter.,2023-12-02,2024-01-20,In Progress,13.65
3034,3034,Develop a new training program for new hires within the next quarter.,2023-12-07,2024-04-06,Completed,99.9
3035,3035,Develop a new training program for new hires within the next quarter.,2023-11-23,2024-01-20,On Hold,22.58
3036,3036,Achieve a 20% increase in sales in the next quarter.,2024-01-24,2024-04-02,Completed,7.85
3037,3037,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-08,2024-04-03,In Progress,87.0
3038,3038,Complete the new feature development by the end of Q2.,2023-06-03,2023-06-26,Not Started,26.2
3039,3039,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-27,2023-11-14,Not Started,28.99
3040,3040,Develop a new training program for new hires within the next quarter.,2023-11-01,2023-12-18,Completed,85.43
3041,3041,Achieve a 20% increase in sales in the next quarter.,2023-07-08,2023-08-17,Not Started,97.65
3042,3042,Complete the new feature development by the end of Q2.,2023-08-24,2023-10-07,Not Started,53.42
3043,3043,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-25,2023-10-30,Completed,80.41
3044,3044,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-17,2024-03-16,Not Started,62.34
3045,3045,Complete the new feature development by the end of Q2.,2023-12-22,2024-04-06,Not Started,10.52
3046,3046,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-17,2024-07-07,On Hold,6.73
3047,3047,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-12,2024-11-03,On Hold,47.78
3048,3048,Achieve a 20% increase in sales in the next quarter.,2023-08-17,2023-10-16,Not Started,66.48
3049,3049,Complete the new feature development by the end of Q2.,2023-07-06,2023-10-13,Completed,57.31
3050,3050,Develop a new training program for new hires within the next quarter.,2023-08-18,2023-11-21,In Progress,64.58
3051,3051,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-01,2024-08-05,In Progress,24.45
3052,3052,Achieve a 20% increase in sales in the next quarter.,2024-01-25,2024-01-29,On Hold,88.64
3053,3053,Complete the new feature development by the end of Q2.,2023-05-29,2023-10-02,Completed,17.37
3054,3054,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-05,2023-09-21,In Progress,38.61
3055,3055,Develop a new training program for new hires within the next quarter.,2024-03-05,2024-05-22,Not Started,20.86
3056,3056,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-23,2024-04-23,Not Started,50.56
3057,3057,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-13,2024-04-22,On Hold,47.56
3058,3058,Complete the new feature development by the end of Q2.,2024-03-05,2024-04-04,Completed,9.95
3059,3059,Achieve a 20% increase in sales in the next quarter.,2023-11-18,2024-01-14,Completed,89.3
3060,3060,Complete the new feature development by the end of Q2.,2024-05-21,2024-06-04,On Hold,89.87
3061,3061,Develop a new training program for new hires within the next quarter.,2024-04-14,2024-09-27,In Progress,47.5
3062,3062,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-14,2024-07-15,On Hold,24.92
3063,3063,Achieve a 20% increase in sales in the next quarter.,2023-06-22,2023-09-16,Not Started,55.68
3064,3064,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-04,2023-10-13,Completed,73.77
3065,3065,Develop a new training program for new hires within the next quarter.,2023-06-08,2023-08-09,Not Started,84.84
3066,3066,Achieve a 20% increase in sales in the next quarter.,2023-07-29,2023-10-20,In Progress,45.02
3067,3067,Develop a new training program for new hires within the next quarter.,2023-08-11,2023-12-18,Completed,4.25
3068,3068,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-18,2024-08-16,Not Started,94.43
3069,3069,Complete the new feature development by the end of Q2.,2024-01-22,2024-06-01,Completed,72.8
3070,3070,Complete the new feature development by the end of Q2.,2024-04-16,2024-05-21,Not Started,68.28
3071,3071,Achieve a 20% increase in sales in the next quarter.,2024-05-11,2024-10-22,Not Started,50.44
3072,3072,Develop a new training program for new hires within the next quarter.,2024-01-02,2024-01-03,In Progress,46.61
3073,3073,Complete the new feature development by the end of Q2.,2023-10-02,2023-12-03,Not Started,46.27
3074,3074,Develop a new training program for new hires within the next quarter.,2023-07-29,2023-08-24,Not Started,38.07
3075,3075,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-20,2023-12-13,Completed,52.54
3076,3076,Complete the new feature development by the end of Q2.,2023-07-13,2023-12-20,On Hold,0.69
3077,3077,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-01,2023-09-01,In Progress,59.33
3078,3078,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-20,2024-02-09,Not Started,79.44
3079,3079,Complete the new feature development by the end of Q2.,2023-11-12,2024-02-03,Completed,78.24
3080,3080,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-08,2024-04-12,In Progress,8.94
3081,3081,Complete the new feature development by the end of Q2.,2024-01-22,2024-06-16,In Progress,54.51
3082,3082,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-26,2023-10-14,Not Started,98.85
3083,3083,Complete the new feature development by the end of Q2.,2023-11-10,2023-11-28,Completed,38.32
3084,3084,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-03,2023-11-17,Completed,80.39
3085,3085,Achieve a 20% increase in sales in the next quarter.,2023-11-04,2024-01-25,On Hold,35.66
3086,3086,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-25,2024-05-18,In Progress,73.89
3087,3087,Develop a new training program for new hires within the next quarter.,2024-01-28,2024-02-07,Completed,40.67
3088,3088,Develop a new training program for new hires within the next quarter.,2024-05-12,2024-08-03,Not Started,23.77
3089,3089,Develop a new training program for new hires within the next quarter.,2023-08-21,2023-11-22,Not Started,13.7
3090,3090,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-01,2024-02-17,Not Started,57.68
3091,3091,Develop a new training program for new hires within the next quarter.,2023-11-07,2023-11-09,Completed,87.42
3092,3092,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-16,2024-01-28,In Progress,24.3
3093,3093,Achieve a 20% increase in sales in the next quarter.,2024-05-16,2024-06-30,Completed,43.23
3094,3094,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-14,2024-02-22,Not Started,5.46
3095,3095,Develop a new training program for new hires within the next quarter.,2023-11-01,2023-12-17,Not Started,23.7
3096,3096,Complete the new feature development by the end of Q2.,2023-10-20,2023-12-22,In Progress,28.65
3097,3097,Achieve a 20% increase in sales in the next quarter.,2024-02-09,2024-03-18,Not Started,7.05
3098,3098,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-11,2023-12-09,Not Started,41.34
3099,3099,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-11,2024-03-02,On Hold,16.47
3100,3100,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-29,2023-12-15,In Progress,2.29
3101,3101,Complete the new feature development by the end of Q2.,2023-11-21,2024-03-24,Completed,9.76
3102,3102,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-03,2023-12-29,Completed,26.88
3103,3103,Develop a new training program for new hires within the next quarter.,2023-11-01,2023-11-26,In Progress,54.75
3104,3104,Develop a new training program for new hires within the next quarter.,2023-07-15,2023-12-28,Completed,83.53
3105,3105,Achieve a 20% increase in sales in the next quarter.,2023-08-21,2023-09-11,Not Started,43.65
3106,3106,Develop a new training program for new hires within the next quarter.,2023-08-31,2024-01-23,On Hold,75.95
3107,3107,Achieve a 20% increase in sales in the next quarter.,2024-02-03,2024-05-03,Completed,30.08
3108,3108,Develop a new training program for new hires within the next quarter.,2024-04-29,2024-09-29,On Hold,49.81
3109,3109,Develop a new training program for new hires within the next quarter.,2023-09-26,2023-12-14,On Hold,67.77
3110,3110,Achieve a 20% increase in sales in the next quarter.,2024-01-05,2024-02-25,On Hold,70.95
3111,3111,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-19,2024-04-16,Completed,50.21
3112,3112,Achieve a 20% increase in sales in the next quarter.,2023-06-25,2023-10-07,On Hold,46.29
3113,3113,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-10,2023-12-05,On Hold,47.85
3114,3114,Develop a new training program for new hires within the next quarter.,2023-09-24,2024-01-23,On Hold,67.91
3115,3115,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-24,2023-12-13,On Hold,70.17
3116,3116,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-19,2024-04-10,On Hold,80.3
3117,3117,Complete the new feature development by the end of Q2.,2023-09-20,2023-10-14,On Hold,49.87
3118,3118,Develop a new training program for new hires within the next quarter.,2023-10-21,2024-02-17,Completed,62.57
3119,3119,Complete the new feature development by the end of Q2.,2024-03-29,2024-08-07,In Progress,12.42
3120,3120,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-12,2024-06-12,On Hold,27.99
3121,3121,Achieve a 20% increase in sales in the next quarter.,2023-07-25,2023-12-16,Not Started,67.93
3122,3122,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-01,2023-09-29,Not Started,26.61
3123,3123,Develop a new training program for new hires within the next quarter.,2024-05-04,2024-06-04,Completed,42.07
3124,3124,Develop a new training program for new hires within the next quarter.,2023-09-05,2024-02-16,Completed,15.38
3125,3125,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-05,2024-04-09,Not Started,24.45
3126,3126,Develop a new training program for new hires within the next quarter.,2024-04-02,2024-07-11,Completed,85.01
3127,3127,Achieve a 20% increase in sales in the next quarter.,2024-03-28,2024-05-30,In Progress,41.24
3128,3128,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-15,2023-08-15,In Progress,70.01
3129,3129,Develop a new training program for new hires within the next quarter.,2024-03-29,2024-08-26,On Hold,24.71
3130,3130,Complete the new feature development by the end of Q2.,2024-05-06,2024-06-16,Not Started,91.02
3131,3131,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-24,2024-07-06,Completed,6.07
3132,3132,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-13,2024-05-30,Not Started,11.8
3133,3133,Achieve a 20% increase in sales in the next quarter.,2024-01-18,2024-04-12,On Hold,38.89
3134,3134,Develop a new training program for new hires within the next quarter.,2024-04-21,2024-05-29,In Progress,58.94
3135,3135,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-16,2024-05-19,Completed,10.02
3136,3136,Achieve a 20% increase in sales in the next quarter.,2024-05-15,2024-11-03,Completed,44.36
3137,3137,Complete the new feature development by the end of Q2.,2023-12-31,2024-06-26,Not Started,94.97
3138,3138,Complete the new feature development by the end of Q2.,2023-08-08,2023-08-15,Not Started,17.25
3139,3139,Achieve a 20% increase in sales in the next quarter.,2023-06-19,2023-12-09,In Progress,74.44
3140,3140,Achieve a 20% increase in sales in the next quarter.,2023-06-09,2023-08-13,Completed,30.48
3141,3141,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-26,2024-02-26,Completed,51.24
3142,3142,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-08,2024-05-04,Completed,67.15
3143,3143,Achieve a 20% increase in sales in the next quarter.,2023-12-14,2024-02-23,On Hold,67.94
3144,3144,Achieve a 20% increase in sales in the next quarter.,2023-08-04,2023-08-15,Completed,91.72
3145,3145,Develop a new training program for new hires within the next quarter.,2023-10-25,2024-03-03,Not Started,93.17
3146,3146,Achieve a 20% increase in sales in the next quarter.,2024-05-22,2024-07-11,On Hold,77.22
3147,3147,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-28,2024-03-28,In Progress,49.75
3148,3148,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-09,2023-11-15,Not Started,87.71
3149,3149,Achieve a 20% increase in sales in the next quarter.,2023-12-11,2024-03-24,On Hold,20.39
3150,3150,Increase customer satisfaction score by 10% within the next 6 months.,2023-05-26,2023-07-15,In Progress,20.0
3151,3151,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-26,2024-01-24,Not Started,77.65
3152,3152,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-31,2023-11-06,On Hold,89.59
3153,3153,Develop a new training program for new hires within the next quarter.,2023-10-28,2024-01-17,Completed,84.61
3154,3154,Develop a new training program for new hires within the next quarter.,2024-02-27,2024-02-27,Not Started,16.22
3155,3155,Complete the new feature development by the end of Q2.,2023-11-04,2023-12-21,Not Started,74.92
3156,3156,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-04,2024-05-02,Not Started,82.21
3157,3157,Complete the new feature development by the end of Q2.,2024-01-18,2024-05-02,Completed,19.72
3158,3158,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-17,2024-05-14,In Progress,26.61
3159,3159,Complete the new feature development by the end of Q2.,2024-01-23,2024-03-22,In Progress,78.5
3160,3160,Complete the new feature development by the end of Q2.,2024-03-27,2024-07-27,In Progress,36.13
3161,3161,Complete the new feature development by the end of Q2.,2023-10-11,2024-04-01,Completed,75.98
3162,3162,Complete the new feature development by the end of Q2.,2023-10-26,2023-12-26,Completed,37.91
3163,3163,Achieve a 20% increase in sales in the next quarter.,2024-01-02,2024-01-16,Completed,61.64
3164,3164,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-14,2024-05-15,Not Started,22.36
3165,3165,Develop a new training program for new hires within the next quarter.,2023-08-03,2023-08-28,On Hold,60.97
3166,3166,Complete the new feature development by the end of Q2.,2023-09-25,2023-10-29,In Progress,15.51
3167,3167,Achieve a 20% increase in sales in the next quarter.,2023-09-25,2024-03-14,On Hold,12.46
3168,3168,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-31,2024-04-07,On Hold,87.66
3169,3169,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-05,2024-04-18,On Hold,11.27
3170,3170,Develop a new training program for new hires within the next quarter.,2023-06-07,2023-06-28,On Hold,86.23
3171,3171,Achieve a 20% increase in sales in the next quarter.,2023-12-21,2024-01-29,In Progress,39.26
3172,3172,Achieve a 20% increase in sales in the next quarter.,2024-04-21,2024-06-23,Completed,76.67
3173,3173,Develop a new training program for new hires within the next quarter.,2024-01-18,2024-06-16,Completed,75.23
3174,3174,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-20,2023-10-04,In Progress,71.06
3175,3175,Develop a new training program for new hires within the next quarter.,2024-01-15,2024-05-06,In Progress,73.07
3176,3176,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-29,2024-04-19,In Progress,4.35
3177,3177,Complete the new feature development by the end of Q2.,2023-10-11,2024-02-07,In Progress,39.98
3178,3178,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-14,2023-12-07,Not Started,18.47
3179,3179,Achieve a 20% increase in sales in the next quarter.,2024-01-22,2024-05-21,Completed,52.98
3180,3180,Develop a new training program for new hires within the next quarter.,2023-11-30,2024-05-13,On Hold,68.69
3181,3181,Develop a new training program for new hires within the next quarter.,2024-03-15,2024-05-06,On Hold,14.55
3182,3182,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-15,2023-09-07,Completed,54.89
3183,3183,Complete the new feature development by the end of Q2.,2024-01-14,2024-01-25,On Hold,40.18
3184,3184,Achieve a 20% increase in sales in the next quarter.,2023-08-14,2023-10-13,Not Started,46.64
3185,3185,Achieve a 20% increase in sales in the next quarter.,2023-10-09,2024-01-11,In Progress,94.15
3186,3186,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-15,2024-04-09,On Hold,79.35
3187,3187,Achieve a 20% increase in sales in the next quarter.,2023-06-09,2023-06-19,On Hold,45.09
3188,3188,Develop a new training program for new hires within the next quarter.,2023-11-29,2023-12-22,On Hold,72.56
3189,3189,Develop a new training program for new hires within the next quarter.,2023-07-11,2023-11-03,Not Started,4.69
3190,3190,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-17,2023-08-23,Not Started,29.78
3191,3191,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-18,2024-07-14,Not Started,31.94
3192,3192,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-31,2024-01-11,Completed,26.61
3193,3193,Achieve a 20% increase in sales in the next quarter.,2024-02-27,2024-02-29,On Hold,95.97
3194,3194,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-05,2024-08-29,On Hold,87.33
3195,3195,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-15,2024-02-07,In Progress,80.48
3196,3196,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-21,2023-11-03,On Hold,77.69
3197,3197,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-15,2024-05-01,Not Started,12.73
3198,3198,Develop a new training program for new hires within the next quarter.,2023-11-18,2023-12-29,Completed,60.92
3199,3199,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-15,2024-04-22,Completed,72.59
3200,3200,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-18,2023-09-23,In Progress,15.16
3201,3201,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-09,2023-09-25,On Hold,63.24
3202,3202,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-04,2024-03-22,On Hold,47.28
3203,3203,Develop a new training program for new hires within the next quarter.,2023-08-29,2024-01-03,Not Started,6.2
3204,3204,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-13,2024-07-10,Completed,91.67
3205,3205,Develop a new training program for new hires within the next quarter.,2023-08-26,2023-12-30,In Progress,38.2
3206,3206,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-29,2024-01-29,On Hold,31.27
3207,3207,Achieve a 20% increase in sales in the next quarter.,2023-09-20,2024-03-13,Not Started,4.17
3208,3208,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-09,2024-02-02,In Progress,66.75
3209,3209,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-15,2023-11-30,On Hold,71.97
3210,3210,Achieve a 20% increase in sales in the next quarter.,2024-05-14,2024-09-12,Not Started,22.84
3211,3211,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-16,2024-05-07,On Hold,12.74
3212,3212,Achieve a 20% increase in sales in the next quarter.,2023-09-11,2023-09-30,In Progress,97.81
3213,3213,Achieve a 20% increase in sales in the next quarter.,2023-09-07,2023-12-08,Completed,69.76
3214,3214,Achieve a 20% increase in sales in the next quarter.,2023-08-25,2024-02-17,Not Started,86.51
3215,3215,Achieve a 20% increase in sales in the next quarter.,2023-06-28,2023-11-09,Completed,68.6
3216,3216,Achieve a 20% increase in sales in the next quarter.,2023-07-19,2023-12-03,Completed,95.0
3217,3217,Achieve a 20% increase in sales in the next quarter.,2023-11-08,2023-12-21,Completed,86.84
3218,3218,Develop a new training program for new hires within the next quarter.,2024-04-30,2024-10-14,On Hold,72.29
