FeedbackID,CompanyID,EmployeeID,ModuleName,FeedbackType,FeedbackText,FeedbackDate,Rating
12926,44,2171,Performance Review,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-06-26,3.0
12927,44,2157,Leave Management,Bug,Suggestion: Add a feature to customize payroll notifications.,2024-02-27,3.0
12928,44,2183,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2024-02-23,4.0
12929,44,2170,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-09-08,3.0
12930,44,2181,Leave Management,Bug,I found a bug when trying to delete a leave submission.,2023-07-27,3.0
12931,44,2170,Performance Review,Bug,Suggestion: Make the review submission process more intuitive.,2024-05-03,3.0
12932,44,2177,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-02-02,3.0
12933,44,2182,Performance Review,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-10-17,2.0
12934,44,2182,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-06-02,3.0
12935,44,2195,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2023-08-16,2.0
12936,44,2163,Performance Review,Bug,Suggestion: Improve the load time for payroll reports.,2023-11-21,3.0
12937,44,2153,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2023-12-05,1.0
12938,44,2188,Performance Review,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-09-09,3.0
12939,44,2169,Payroll,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-04-30,3.0
12940,44,2157,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-08-10,3.0
12941,44,2187,Payroll,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-07-24,3.0
12942,44,2175,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2024-01-12,2.0
12943,44,2182,Payroll,Bug,There is a glitch in the payroll calculation.,2023-09-20,3.0
12944,44,2177,Performance Review,Bug,Bug: Error message displayed when submitting payroll.,2024-04-22,3.0
12945,44,2168,Performance Review,Bug,Suggestion: Improve the search functionality in performance reviews.,2024-03-30,5.0
12946,44,2194,Performance Review,Bug,Suggestion: Make the review submission process more intuitive.,2023-11-14,2.0
12947,44,2188,Leave Management,Bug,Unable to start a new performance review for an employee.,2023-11-22,2.0
12948,44,2178,Performance Review,Bug,Suggestion: Make the review submission process more intuitive.,2023-09-16,5.0
12949,44,2193,Leave Management,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-12-05,4.0
12950,44,2193,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-10-07,3.0
12951,44,2175,Payroll,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-05-16,3.0
12952,44,2168,Performance Review,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-12-08,3.0
12953,44,2174,Leave Management,Bug,Leave status appeal process needs improvement.,2023-07-13,4.0
12954,44,2160,Leave Management,Bug,The payroll module does not update employee details correctly.,2023-11-11,5.0
12955,44,2166,Performance Review,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2023-10-28,1.0
12956,44,2162,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2023-11-28,3.0
12957,44,2190,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-09-12,5.0
12958,44,2169,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-12-04,4.0
12959,44,2162,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2024-01-18,4.0
12960,44,2185,Performance Review,Bug,Suggestion: Provide more detailed error messages.,2024-03-20,2.0
12961,44,2198,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2023-09-18,5.0
12962,44,2193,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-02-05,3.0
12963,44,2183,Payroll,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2023-09-30,1.0
12964,44,2180,Leave Management,Bug,I encountered an issue while starting a new performance review.,2024-03-10,1.0
12965,44,2188,Performance Review,Bug,Leave management approval workflow is confusing.,2023-08-07,3.0
12966,44,2154,Payroll,Bug,Suggestion: Make the review submission process more intuitive.,2023-12-22,1.0
12967,44,2181,Performance Review,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-08-20,1.0
12968,44,2171,Payroll,Bug,There is a bug in the leave management approval process.,2024-04-24,5.0
12969,44,2188,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-10-28,4.0
12970,44,2156,Payroll,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-12-18,2.0
12971,44,2183,Payroll,Bug,The interface for submitting leave is not user-friendly.,2023-06-16,5.0
12972,44,2181,Payroll,Suggestion for improvement,Unable to start a new performance review for an employee.,2024-01-31,3.0
12973,44,2171,Performance Review,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-12-05,1.0
12974,44,2192,Payroll,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-08-19,4.0
12975,44,2175,Payroll,Bug,Suggestion: Allow bulk approval of leave requests.,2023-10-29,4.0
12976,44,2194,Performance Review,Bug,The application crashes when I try to submit payroll.,2023-08-10,3.0
12977,44,2187,Payroll,Suggestion for improvement,Performance review module should allow adding attachments.,2023-10-14,3.0
12978,44,2154,Performance Review,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-12-26,1.0
12979,44,2198,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-07-15,3.0
12980,44,2193,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-11-28,5.0
12981,44,2184,Performance Review,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-03-15,3.0
12982,44,2171,Payroll,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-08-12,2.0
12983,44,2195,Performance Review,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2024-03-28,3.0
12984,44,2168,Payroll,Bug,There is a bug in the leave management approval process.,2023-10-28,1.0
12985,44,2164,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2024-01-26,1.0
12986,44,2195,Leave Management,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-11-03,3.0
12987,44,2196,Payroll,Bug,Suggestion: Include a dashboard for quick performance metrics.,2024-04-17,3.0
12988,44,2164,Payroll,Bug,Unable to start a new performance review for an employee.,2024-02-28,4.0
12989,44,2171,Leave Management,Bug,The payroll module does not update employee details correctly.,2024-03-07,2.0
12990,44,2189,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-03-14,3.0
12991,44,2195,Leave Management,Bug,The application crashes when I try to submit payroll.,2023-09-22,5.0
12992,44,2181,Performance Review,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-09-25,4.0
12993,44,2174,Performance Review,Bug,Suggestion: Add a feature to customize payroll notifications.,2024-03-20,3.0
12994,44,2154,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-11-18,3.0
12995,44,2168,Leave Management,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-10-18,2.0
12996,44,2153,Payroll,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2023-09-10,3.0
12997,44,2195,Payroll,Bug,Leave management does not show accurate leave balance.,2023-08-27,3.0
12998,44,2152,Leave Management,Bug,I encountered an issue while starting a new performance review.,2024-01-23,3.0
12999,44,2154,Leave Management,Suggestion for improvement,I encountered an issue while starting a new performance review.,2024-02-05,5.0
13000,44,2183,Payroll,Bug,The performance review module is missing some key functionalities.,2024-01-02,1.0
13001,44,2172,Leave Management,Bug,Leave status appeal process needs improvement.,2023-07-27,5.0
13002,44,2169,Leave Management,Suggestion for improvement,Leave status appeal process needs improvement.,2024-01-01,3.0
13003,44,2169,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2024-01-05,4.0
13004,44,2168,Performance Review,Bug,The payroll module does not update employee details correctly.,2024-04-14,3.0
13005,44,2188,Leave Management,Bug,The payroll module could use a better summary report feature.,2023-08-04,5.0
13006,44,2178,Performance Review,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-04-06,1.0
13007,44,2176,Leave Management,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-09-25,5.0
13008,44,2170,Performance Review,Bug,Suggestion: Provide more detailed error messages.,2023-12-10,3.0
13009,44,2156,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-10-16,3.0
13010,44,2155,Performance Review,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-12-28,3.0
13011,44,2168,Payroll,Bug,There is a glitch in the payroll calculation.,2023-11-11,5.0
13012,44,2179,Performance Review,Bug,Unable to start a new performance review for an employee.,2023-06-10,2.0
13013,44,2180,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2023-07-02,3.0
13014,44,2159,Payroll,Bug,I found a bug when trying to delete a leave submission.,2024-03-14,5.0
13015,44,2175,Payroll,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2024-01-20,3.0
13016,44,2190,Performance Review,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-09-06,3.0
13017,44,2192,Performance Review,Bug,Suggestion: Make the review submission process more intuitive.,2024-02-17,1.0
13018,44,2165,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2024-04-05,1.0
13019,44,2191,Leave Management,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-04-13,4.0
13020,44,2168,Performance Review,Bug,I encountered an issue while starting a new performance review.,2024-04-23,3.0
13021,44,2151,Performance Review,Bug,I found a bug when trying to delete a leave submission.,2023-12-15,3.0
13022,44,2195,Performance Review,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-11-28,1.0
13023,44,2181,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2023-09-14,1.0
13024,44,2194,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-02-14,5.0
13025,44,2162,Payroll,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-11-03,3.0
13026,44,2193,Leave Management,Bug,Unable to start a new performance review for an employee.,2023-12-31,3.0
13027,44,2160,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2024-01-08,2.0
13028,44,2186,Performance Review,Bug,Leave management approval workflow is confusing.,2023-11-11,1.0
13029,44,2179,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-04-25,3.0
13030,44,2192,Performance Review,Bug,Bug: Unable to appeal leave status change.,2023-06-14,3.0
13031,44,2154,Performance Review,Suggestion for improvement,Leave submission page takes too long to load.,2023-07-14,5.0
13032,44,2156,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-02-01,1.0
13033,44,2174,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2023-10-08,3.0
13034,44,2191,Leave Management,Bug,There is a glitch in the payroll calculation.,2023-09-07,3.0
13035,44,2185,Payroll,Bug,Suggestion: Provide more detailed error messages.,2024-01-13,1.0
13036,44,2182,Leave Management,Suggestion for improvement,There is a bug in the leave management approval process.,2023-09-24,3.0
13037,44,2169,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-11-14,4.0
13038,44,2177,Performance Review,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-07-25,4.0
13039,44,2190,Payroll,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2024-05-12,3.0
13040,44,2179,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2023-08-11,1.0
13041,44,2168,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-12-11,4.0
13042,44,2169,Performance Review,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-11-12,3.0
13043,44,2192,Payroll,Bug,Suggestion: Allow bulk approval of leave requests.,2024-03-06,3.0
13044,44,2162,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-08-29,3.0
13045,44,2166,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-12-09,1.0
13046,44,2189,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-11-01,5.0
13047,44,2165,Payroll,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-08-20,2.0
13048,44,2153,Payroll,Bug,The payroll module does not update employee details correctly.,2023-11-11,3.0
13049,44,2159,Performance Review,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-08-24,1.0
13050,44,2190,Performance Review,Bug,There is a glitch in the payroll calculation.,2023-09-29,1.0
13051,44,2176,Payroll,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-09-07,5.0
13052,44,2175,Performance Review,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2023-12-06,5.0
13053,44,2189,Performance Review,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-01-26,3.0
13054,44,2180,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2024-02-21,2.0
13055,44,2193,Performance Review,Suggestion for improvement,Bug: Unable to appeal leave status change.,2024-02-27,3.0
13056,44,2175,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-08-05,1.0
13057,44,2191,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-05-21,3.0
13058,44,2159,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2024-04-26,5.0
13059,44,2164,Payroll,Bug,The interface for submitting leave is not user-friendly.,2023-06-21,2.0
13060,44,2181,Payroll,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-10-06,2.0
13061,44,2195,Payroll,Bug,Unable to start a new performance review for an employee.,2024-02-24,3.0
13062,44,2192,Performance Review,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-10-24,5.0
13063,44,2170,Performance Review,Bug,I encountered an issue while starting a new performance review.,2024-01-31,1.0
13064,44,2178,Performance Review,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-09-09,2.0
13065,44,2178,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-04-14,3.0
13066,44,2191,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-03-19,3.0
13067,44,2191,Leave Management,Suggestion for improvement,I encountered an issue while starting a new performance review.,2023-11-15,1.0
13068,44,2170,Leave Management,Bug,The application crashes when I try to submit payroll.,2023-11-04,3.0
13069,44,2151,Performance Review,Bug,It would be great if we could have more filtering options in the performance review module.,2024-04-04,3.0
13070,44,2182,Payroll,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-08-08,3.0
13071,44,2183,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-12-17,5.0
13072,44,2179,Performance Review,Bug,Performance review module should allow adding attachments.,2023-12-20,3.0
13073,44,2190,Payroll,Bug,There is a bug in the leave management approval process.,2024-01-16,1.0
13074,44,2154,Payroll,Bug,The payroll module could use a better summary report feature.,2023-07-28,2.0
13075,44,2185,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-08-15,2.0
13076,44,2169,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-09-08,1.0
13077,44,2174,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2023-11-04,5.0
13078,44,2151,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-12-25,2.0
13079,44,2195,Leave Management,Bug,I encountered an error while trying to edit payroll details.,2023-11-16,3.0
13080,44,2153,Leave Management,Bug,Suggestion: Include a dashboard for quick performance metrics.,2024-02-27,1.0
13081,44,2151,Performance Review,Bug,Bug: Unable to appeal leave status change.,2024-05-14,3.0
13082,44,2162,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-01-26,2.0
13083,44,2193,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-12-15,3.0
13084,44,2189,Performance Review,Bug,Bug: Error message displayed when submitting payroll.,2023-10-24,1.0
13085,44,2163,Payroll,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2024-01-06,4.0
13086,44,2189,Performance Review,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2023-10-19,3.0
13087,44,2190,Leave Management,Bug,There is a bug in the leave management approval process.,2024-02-12,1.0
13088,44,2179,Payroll,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-09-03,1.0
13089,44,2191,Payroll,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-09-27,5.0
13090,44,2197,Performance Review,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2024-01-21,4.0
13091,44,2156,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2023-12-25,3.0
13092,44,2187,Performance Review,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2024-01-15,1.0
13093,44,2179,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2024-04-10,3.0
13094,44,2195,Performance Review,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-04-03,3.0
13095,44,2168,Leave Management,Suggestion for improvement,Leave submission page takes too long to load.,2024-03-21,1.0
13096,44,2189,Performance Review,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2023-10-01,2.0
13097,44,2183,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-12-16,2.0
13098,44,2155,Payroll,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-10-26,1.0
13099,44,2162,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2024-01-08,5.0
13100,44,2152,Performance Review,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-10-21,3.0
13101,44,2173,Performance Review,Bug,Suggestion: Improve the load time for payroll reports.,2024-03-02,1.0
13102,44,2163,Performance Review,Suggestion for improvement,Leave submission page takes too long to load.,2024-02-07,3.0
13103,44,2153,Leave Management,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-02-09,1.0
13104,44,2165,Performance Review,Suggestion for improvement,The payroll module could use a better summary report feature.,2024-04-27,1.0
13105,44,2164,Performance Review,Bug,I encountered an error while trying to edit payroll details.,2024-02-16,4.0
13106,44,2180,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-12-05,3.0
13107,44,2191,Performance Review,Bug,Suggestion: Provide more detailed error messages.,2023-09-20,4.0
13108,44,2172,Performance Review,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-06-24,3.0
13109,44,2196,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2023-11-24,3.0
13110,44,2153,Leave Management,Bug,The performance review module is missing some key functionalities.,2024-02-12,5.0
13111,44,2168,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-05-21,3.0
13112,44,2188,Payroll,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-06-07,3.0
13113,44,2184,Payroll,Bug,There is a glitch in the payroll calculation.,2023-12-08,4.0
13114,44,2174,Leave Management,Suggestion for improvement,Leave submission page takes too long to load.,2024-05-01,3.0
13115,44,2196,Leave Management,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-07-08,3.0
13116,44,2153,Leave Management,Bug,Unable to start a new performance review for an employee.,2023-10-22,3.0
13117,44,2189,Leave Management,Suggestion for improvement,Unable to start a new performance review for an employee.,2024-01-02,4.0
13118,44,2164,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2024-02-06,5.0
13119,44,2188,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-10-11,2.0
13120,44,2192,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-10-22,3.0
13121,44,2169,Performance Review,Bug,Suggestion: Add notifications for upcoming review deadlines.,2023-11-29,3.0
13122,44,2198,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2023-06-16,1.0
13123,44,2185,Leave Management,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-10-08,4.0
13124,44,2152,Leave Management,Bug,The application crashes when I try to submit payroll.,2023-08-06,5.0
13125,44,2155,Payroll,Bug,Performance review module should allow adding attachments.,2024-01-25,5.0
13126,44,2163,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2024-01-23,1.0
13127,44,2152,Payroll,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-09-05,3.0
13128,44,2157,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-06-02,2.0
13129,44,2171,Leave Management,Bug,Suggestion: Improve the search functionality in performance reviews.,2024-03-12,5.0
13130,44,2165,Payroll,Suggestion for improvement,Leave submission page takes too long to load.,2023-06-12,1.0
13131,44,2165,Payroll,Bug,The system logs me out unexpectedly while working on performance reviews.,2024-05-14,5.0
13132,44,2194,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2023-06-02,4.0
13133,44,2197,Leave Management,Suggestion for improvement,Leave submission page takes too long to load.,2024-04-07,1.0
13134,44,2170,Payroll,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-12-06,4.0
13135,44,2195,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2023-08-10,4.0
13136,44,2167,Leave Management,Bug,Leave status appeal process needs improvement.,2023-08-27,3.0
13137,44,2186,Leave Management,Suggestion for improvement,I encountered an issue while starting a new performance review.,2024-05-04,1.0
13138,44,2161,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2023-07-10,3.0
13139,44,2164,Performance Review,Bug,Bug: Error message displayed when submitting payroll.,2023-10-10,3.0
13140,44,2196,Payroll,Suggestion for improvement,Leave submission page takes too long to load.,2023-12-06,4.0
13141,44,2173,Performance Review,Bug,There is a glitch in the payroll calculation.,2023-10-02,3.0
13142,44,2151,Leave Management,Bug,The payroll module could use a better summary report feature.,2023-09-11,4.0
13143,44,2168,Performance Review,Bug,There is a glitch in the payroll calculation.,2023-10-15,3.0
13144,44,2193,Payroll,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-11-13,2.0
13145,44,2200,Performance Review,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-09-22,3.0
13146,44,2156,Payroll,Bug,I encountered an issue while starting a new performance review.,2023-07-16,3.0
13147,44,2176,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2024-02-10,2.0
13148,44,2199,Leave Management,Bug,Leave status appeal process needs improvement.,2024-04-09,5.0
13149,44,2153,Payroll,Bug,The application crashes when I try to submit payroll.,2024-04-23,3.0
13150,44,2191,Performance Review,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-01-23,3.0
13151,44,2188,Payroll,Suggestion for improvement,Leave submission page takes too long to load.,2024-01-10,1.0
13152,44,2180,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2024-02-12,1.0
13153,44,2200,Leave Management,Bug,Suggestion: Improve the load time for payroll reports.,2023-06-02,1.0
13154,44,2191,Leave Management,Bug,Performance review module should allow adding attachments.,2023-09-17,4.0
13155,44,2170,Leave Management,Bug,I encountered an error while trying to edit payroll details.,2024-01-13,4.0
13156,44,2165,Performance Review,Bug,The application crashes when I try to submit payroll.,2024-03-08,3.0
13157,44,2164,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-08-06,5.0
13158,44,2182,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2023-07-14,4.0
13159,44,2177,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-01-02,1.0
13160,44,2159,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-12-05,5.0
13161,44,2180,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2023-12-10,3.0
13162,44,2172,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2023-11-19,5.0
13163,44,2195,Leave Management,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-03-25,3.0
13164,44,2168,Payroll,Bug,I encountered an issue while starting a new performance review.,2023-07-10,4.0
13165,44,2184,Performance Review,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-08-24,3.0
13166,44,2162,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2023-12-28,2.0
13167,44,2155,Leave Management,Bug,Bug: Error message displayed when submitting payroll.,2024-03-21,5.0
13168,44,2179,Leave Management,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-12-22,1.0
13169,44,2191,Leave Management,Bug,Suggestion: Add notifications for upcoming review deadlines.,2023-10-16,3.0
13170,44,2151,Payroll,Bug,The performance review module is missing some key functionalities.,2023-10-03,1.0
13171,44,2195,Performance Review,Bug,Leave management does not show accurate leave balance.,2023-10-04,1.0
13172,44,2183,Leave Management,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-08-15,4.0
13173,44,2157,Performance Review,Bug,The payroll module does not update employee details correctly.,2024-04-30,3.0
13174,44,2174,Performance Review,Suggestion for improvement,Performance review module should allow adding attachments.,2024-03-03,1.0
13175,44,2173,Performance Review,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-04-12,3.0
13176,44,2198,Performance Review,Bug,I found a bug when trying to delete a leave submission.,2023-10-04,5.0
13177,44,2185,Payroll,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-10-23,3.0
13178,44,2157,Performance Review,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-08-15,3.0
13179,44,2182,Performance Review,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-06-08,3.0
13180,44,2154,Payroll,Bug,The payroll module could use a better summary report feature.,2023-11-15,3.0
13181,44,2164,Payroll,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2024-01-13,3.0
13182,44,2153,Payroll,Bug,Unable to start a new performance review for an employee.,2024-05-05,5.0
13183,44,2178,Leave Management,Bug,Leave management does not show accurate leave balance.,2024-05-13,2.0
13184,44,2183,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-08-27,2.0
13185,44,2200,Payroll,Bug,Suggestion: Make the review submission process more intuitive.,2024-03-02,3.0
13186,44,2168,Performance Review,Bug,There is a bug in the leave management approval process.,2023-08-01,5.0
13187,44,2179,Payroll,Bug,The application crashes when I try to submit payroll.,2023-07-28,3.0
13188,44,2177,Performance Review,Bug,Leave submission page takes too long to load.,2023-12-20,2.0
13189,44,2196,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-04-08,5.0
13190,44,2199,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2023-09-29,3.0
13191,44,2186,Payroll,Bug,Suggestion: Make the review submission process more intuitive.,2023-12-30,3.0
13192,44,2163,Performance Review,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-02-04,5.0
13193,44,2179,Payroll,Bug,I encountered an error while trying to edit payroll details.,2023-09-20,5.0
13194,44,2179,Performance Review,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2023-06-17,1.0
13195,44,2191,Leave Management,Bug,I encountered an issue while starting a new performance review.,2023-12-24,4.0
13196,44,2177,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-01-12,3.0
13197,44,2162,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2023-12-22,4.0
13198,44,2194,Performance Review,Bug,Leave management does not show accurate leave balance.,2024-02-12,3.0
13199,44,2179,Performance Review,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-11-30,3.0
13200,44,2178,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2023-07-24,4.0
13201,45,2238,Payroll,Bug,Suggestion: Add notifications for upcoming review deadlines.,2023-12-16,3.0
13202,45,2237,Payroll,Suggestion for improvement,Leave submission page takes too long to load.,2023-08-11,2.0
13203,45,2221,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-02-01,1.0
