PayrollID,EmployeeID,PayPeriodStart,PayPeriodEnd,GrossSalary,Deductions,NetSalary,PaymentDate
2641,2641,2023-08-29,2023-09-28,6280.83,283.55,5997.28,2023-10-03
2642,2642,2023-08-18,2023-09-17,5658.08,216.9,5441.18,2023-09-22
2643,2643,2023-05-30,2023-06-29,5857.01,308.7,5548.31,2023-07-04
2644,2644,2023-08-23,2023-09-22,5424.57,423.81,5000.759999999999,2023-09-27
2645,2645,2024-02-26,2024-03-27,4220.4,334.48,3885.9199999999996,2024-04-01
2646,2646,2023-07-12,2023-08-11,6139.05,485.2,5653.85,2023-08-16
2647,2647,2023-10-14,2023-11-13,3843.08,327.42,3515.66,2023-11-18
2648,2648,2024-02-28,2024-03-29,5598.69,388.33,5210.36,2024-04-03
2649,2649,2023-08-29,2023-09-28,3863.7,226.6,3637.1,2023-10-03
2650,2650,2024-03-15,2024-04-14,3418.55,291.32,3127.23,2024-04-19
2651,2651,2023-09-10,2023-10-10,3562.1,214.64,3347.46,2023-10-15
2652,2652,2024-05-14,2024-06-13,3709.35,230.69,3478.66,2024-06-18
2653,2653,2023-12-28,2024-01-27,6505.42,273.4,6232.02,2024-02-01
2654,2654,2023-06-20,2023-07-20,6592.56,290.76,6301.8,2023-07-25
2655,2655,2023-11-10,2023-12-10,6989.8,327.45,6662.35,2023-12-15
2656,2656,2024-02-23,2024-03-24,6985.91,223.46,6762.45,2024-03-29
2657,2657,2023-11-11,2023-12-11,6904.33,222.07,6682.26,2023-12-16
2658,2658,2023-06-16,2023-07-16,4870.55,381.39,4489.16,2023-07-21
2659,2659,2023-10-27,2023-11-26,3382.08,214.02,3168.06,2023-12-01
2660,2660,2023-08-04,2023-09-03,4296.42,224.11,4072.31,2023-09-08
2661,2661,2023-10-12,2023-11-11,4918.19,328.67,4589.5199999999995,2023-11-16
2662,2662,2023-12-27,2024-01-26,3212.6,384.13,2828.47,2024-01-31
2663,2663,2023-12-24,2024-01-23,6787.9,241.8,6546.099999999999,2024-01-28
2664,2664,2023-08-19,2023-09-18,5944.84,309.96,5634.88,2023-09-23
2665,2665,2024-01-26,2024-02-25,4122.56,477.51,3645.05,2024-03-01
2666,2666,2024-02-24,2024-03-25,6066.67,258.94,5807.7300000000005,2024-03-30
2667,2667,2023-12-05,2024-01-04,6223.96,467.41,5756.55,2024-01-09
2668,2668,2023-08-11,2023-09-10,6762.03,270.09,6491.94,2023-09-15
2669,2669,2023-05-30,2023-06-29,4701.73,440.19,4261.54,2023-07-04
2670,2670,2024-03-27,2024-04-26,3182.75,315.89,2866.86,2024-05-01
2671,2671,2023-09-22,2023-10-22,4354.51,331.11,4023.4,2023-10-27
2672,2672,2023-11-26,2023-12-26,3431.13,333.74,3097.3900000000003,2023-12-31
2673,2673,2023-11-30,2023-12-30,6490.11,437.58,6052.53,2024-01-04
2674,2674,2023-11-25,2023-12-25,4393.68,210.63,4183.05,2023-12-30
2675,2675,2023-10-16,2023-11-15,6739.47,310.69,6428.780000000001,2023-11-20
2676,2676,2023-12-28,2024-01-27,3478.78,256.59,3222.19,2024-02-01
2677,2677,2024-01-27,2024-02-26,6904.34,466.28,6438.06,2024-03-02
2678,2678,2023-06-11,2023-07-11,5294.51,377.02,4917.49,2023-07-16
2679,2679,2024-01-05,2024-02-04,3875.59,211.85,3663.7400000000002,2024-02-09
2680,2680,2023-12-22,2024-01-21,5565.12,226.78,5338.34,2024-01-26
2681,2681,2024-02-10,2024-03-11,5799.23,200.04,5599.19,2024-03-16
2682,2682,2023-07-02,2023-08-01,5399.22,227.41,5171.81,2023-08-06
2683,2683,2023-11-06,2023-12-06,5646.81,260.98,5385.83,2023-12-11
2684,2684,2023-08-22,2023-09-21,5065.42,478.83,4586.59,2023-09-26
2685,2685,2024-04-21,2024-05-21,6704.45,320.39,6384.0599999999995,2024-05-26
2686,2686,2023-12-23,2024-01-22,5739.94,485.93,5254.009999999999,2024-01-27
2687,2687,2023-08-19,2023-09-18,6009.23,495.23,5514.0,2023-09-23
2688,2688,2023-12-10,2024-01-09,4844.51,246.41,4598.1,2024-01-14
2689,2689,2024-05-18,2024-06-17,6296.58,202.83,6093.75,2024-06-22
2690,2690,2023-12-31,2024-01-30,4551.77,202.38,4349.39,2024-02-04
2691,2691,2024-01-31,2024-03-01,3453.46,255.19,3198.27,2024-03-06
2692,2692,2023-10-18,2023-11-17,5327.09,260.15,5066.9400000000005,2023-11-22
2693,2693,2024-01-14,2024-02-13,3589.36,300.71,3288.65,2024-02-18
2694,2694,2023-12-07,2024-01-06,5406.41,387.29,5019.12,2024-01-11
2695,2695,2023-09-06,2023-10-06,6420.23,210.14,6210.089999999999,2023-10-11
2696,2696,2023-06-03,2023-07-03,6948.04,223.88,6724.16,2023-07-08
2697,2697,2023-06-20,2023-07-20,6863.85,427.78,6436.070000000001,2023-07-25
2698,2698,2024-05-10,2024-06-09,5681.88,475.55,5206.33,2024-06-14
2699,2699,2024-01-23,2024-02-22,3664.44,255.57,3408.87,2024-02-27
2700,2700,2024-01-04,2024-02-03,3882.68,200.48,3682.2,2024-02-08
2701,2701,2024-01-04,2024-02-03,3401.87,414.75,2987.12,2024-02-08
2702,2702,2023-09-04,2023-10-04,5617.06,315.17,5301.89,2023-10-09
2703,2703,2024-01-02,2024-02-01,4523.16,203.26,4319.9,2024-02-06
2704,2704,2023-06-04,2023-07-04,4844.22,246.0,4598.22,2023-07-09
2705,2705,2023-07-03,2023-08-02,3234.56,416.03,2818.5299999999997,2023-08-07
2706,2706,2023-11-27,2023-12-27,5268.03,430.88,4837.15,2024-01-01
2707,2707,2023-10-04,2023-11-03,4926.05,402.87,4523.18,2023-11-08
2708,2708,2024-05-20,2024-06-19,4270.79,346.81,3923.98,2024-06-24
2709,2709,2023-09-23,2023-10-23,4591.57,393.72,4197.849999999999,2023-10-28
2710,2710,2023-10-08,2023-11-07,6304.32,204.4,6099.92,2023-11-12
2711,2711,2023-05-30,2023-06-29,5929.94,488.79,5441.15,2023-07-04
2712,2712,2024-03-04,2024-04-03,5107.41,279.91,4827.5,2024-04-08
2713,2713,2024-05-02,2024-06-01,4142.49,429.39,3713.1,2024-06-06
2714,2714,2023-09-20,2023-10-20,3131.57,490.76,2640.8100000000004,2023-10-25
2715,2715,2023-09-04,2023-10-04,5503.07,419.19,5083.88,2023-10-09
2716,2716,2023-11-02,2023-12-02,6322.86,267.6,6055.259999999999,2023-12-07
2717,2717,2023-10-16,2023-11-15,4187.85,208.12,3979.7300000000005,2023-11-20
2718,2718,2023-12-12,2024-01-11,3974.43,382.64,3591.79,2024-01-16
2719,2719,2023-05-29,2023-06-28,4320.77,404.14,3916.6300000000006,2023-07-03
2720,2720,2024-03-29,2024-04-28,5825.75,477.31,5348.44,2024-05-03
2721,2721,2023-08-25,2023-09-24,6746.52,284.55,6461.97,2023-09-29
2722,2722,2023-07-28,2023-08-27,5589.04,410.88,5178.16,2023-09-01
2723,2723,2024-05-16,2024-06-15,5060.86,460.41,4600.45,2024-06-20
2724,2724,2023-07-31,2023-08-30,6907.02,442.65,6464.370000000001,2023-09-04
2725,2725,2023-07-14,2023-08-13,4477.5,379.06,4098.44,2023-08-18
2726,2726,2024-01-30,2024-02-29,3173.64,479.39,2694.25,2024-03-05
2727,2727,2023-08-20,2023-09-19,6765.26,280.92,6484.34,2023-09-24
2728,2728,2023-10-30,2023-11-29,4742.65,277.98,4464.67,2023-12-04
2729,2729,2023-06-01,2023-07-01,6573.95,263.21,6310.74,2023-07-06
2730,2730,2023-06-30,2023-07-30,6690.63,358.39,6332.24,2023-08-04
2731,2731,2023-08-11,2023-09-10,3750.32,383.49,3366.83,2023-09-15
2732,2732,2024-01-08,2024-02-07,5312.02,323.28,4988.740000000001,2024-02-12
2733,2733,2023-09-23,2023-10-23,6972.78,289.69,6683.09,2023-10-28
2734,2734,2023-07-13,2023-08-12,4229.47,296.71,3932.76,2023-08-17
2735,2735,2023-07-05,2023-08-04,4188.5,203.15,3985.35,2023-08-09
2736,2736,2023-12-19,2024-01-18,4811.55,336.34,4475.21,2024-01-23
2737,2737,2023-12-29,2024-01-28,6009.92,315.29,5694.63,2024-02-02
2738,2738,2024-03-17,2024-04-16,5507.91,348.68,5159.23,2024-04-21
2739,2739,2023-12-28,2024-01-27,4958.54,256.07,4702.47,2024-02-01
2740,2740,2024-04-14,2024-05-14,5513.88,404.96,5108.92,2024-05-19
2741,2741,2023-09-13,2023-10-13,5468.76,338.3,5130.46,2023-10-18
2742,2742,2023-07-20,2023-08-19,3199.29,358.43,2840.86,2023-08-24
2743,2743,2023-08-26,2023-09-25,3463.82,293.56,3170.26,2023-09-30
2744,2744,2023-06-03,2023-07-03,4719.45,295.62,4423.83,2023-07-08
2745,2745,2024-01-31,2024-03-01,6719.05,438.6,6280.45,2024-03-06
2746,2746,2024-04-16,2024-05-16,6040.92,253.04,5787.88,2024-05-21
2747,2747,2023-11-08,2023-12-08,4443.47,365.8,4077.67,2023-12-13
2748,2748,2023-09-05,2023-10-05,6526.6,445.44,6081.160000000001,2023-10-10
2749,2749,2023-09-03,2023-10-03,4036.49,407.66,3628.83,2023-10-08
2750,2750,2023-05-31,2023-06-30,4426.43,268.62,4157.81,2023-07-05
2751,2751,2023-07-31,2023-08-30,3113.24,346.27,2766.97,2023-09-04
2752,2752,2024-05-17,2024-06-16,6839.63,450.37,6389.26,2024-06-21
2753,2753,2023-11-17,2023-12-17,5150.8,244.29,4906.51,2023-12-22
2754,2754,2023-10-05,2023-11-04,6371.81,201.93,6169.88,2023-11-09
2755,2755,2023-10-23,2023-11-22,3921.1,339.13,3581.97,2023-11-27
2756,2756,2024-04-11,2024-05-11,5202.55,272.71,4929.84,2024-05-16
2757,2757,2024-05-05,2024-06-04,3747.23,345.92,3401.31,2024-06-09
2758,2758,2023-06-08,2023-07-08,4402.91,321.51,4081.3999999999996,2023-07-13
2759,2759,2023-08-20,2023-09-19,4271.1,266.01,4005.09,2023-09-24
2760,2760,2023-12-17,2024-01-16,6295.45,481.82,5813.63,2024-01-21
2761,2761,2023-12-29,2024-01-28,6314.68,230.67,6084.01,2024-02-02
2762,2762,2024-05-07,2024-06-06,3467.22,484.89,2982.33,2024-06-11
2763,2763,2023-10-06,2023-11-05,6238.42,387.4,5851.02,2023-11-10
2764,2764,2023-12-18,2024-01-17,4870.55,455.75,4414.8,2024-01-22
2765,2765,2024-02-25,2024-03-26,6689.87,444.78,6245.09,2024-03-31
2766,2766,2023-10-22,2023-11-21,6399.66,406.8,5992.86,2023-11-26
2767,2767,2023-12-16,2024-01-15,3410.21,410.87,2999.34,2024-01-20
2768,2768,2024-05-17,2024-06-16,3032.31,468.85,2563.46,2024-06-21
2769,2769,2024-03-23,2024-04-22,4121.78,454.18,3667.6,2024-04-27
2770,2770,2023-12-12,2024-01-11,6853.59,358.02,6495.57,2024-01-16
2771,2771,2023-09-08,2023-10-08,4957.55,307.8,4649.75,2023-10-13
2772,2772,2024-02-18,2024-03-19,5438.55,440.07,4998.4800000000005,2024-03-24
2773,2773,2024-02-03,2024-03-04,5486.11,314.39,5171.719999999999,2024-03-09
2774,2774,2023-10-05,2023-11-04,3623.28,431.19,3192.09,2023-11-09
2775,2775,2023-06-09,2023-07-09,3853.57,433.77,3419.8,2023-07-14
2776,2776,2024-01-25,2024-02-24,6790.33,325.19,6465.14,2024-02-29
2777,2777,2023-08-01,2023-08-31,4986.02,257.63,4728.39,2023-09-05
2778,2778,2024-01-21,2024-02-20,6345.49,409.33,5936.16,2024-02-25
2779,2779,2023-10-11,2023-11-10,4692.87,217.32,4475.55,2023-11-15
2780,2780,2023-07-12,2023-08-11,6701.77,367.29,6334.4800000000005,2023-08-16
2781,2781,2023-11-26,2023-12-26,4231.16,413.86,3817.2999999999997,2023-12-31
2782,2782,2024-03-03,2024-04-02,4000.97,297.64,3703.33,2024-04-07
2783,2783,2024-05-07,2024-06-06,4467.47,238.92,4228.55,2024-06-11
2784,2784,2023-05-25,2023-06-24,4388.99,380.21,4008.7799999999997,2023-06-29
2785,2785,2024-01-25,2024-02-24,3448.8,449.5,2999.3,2024-02-29
2786,2786,2023-12-13,2024-01-12,5769.16,478.1,5291.0599999999995,2024-01-17
2787,2787,2023-08-08,2023-09-07,6355.97,417.62,5938.35,2023-09-12
2788,2788,2023-10-03,2023-11-02,6330.97,485.08,5845.89,2023-11-07
2789,2789,2023-06-12,2023-07-12,6293.19,317.85,5975.339999999999,2023-07-17
2790,2790,2023-12-08,2024-01-07,3641.35,232.1,3409.25,2024-01-12
2791,2791,2023-10-26,2023-11-25,6661.57,389.98,6271.59,2023-11-30
2792,2792,2023-07-07,2023-08-06,4977.71,296.66,4681.05,2023-08-11
2793,2793,2024-02-19,2024-03-20,4888.45,339.59,4548.86,2024-03-25
2794,2794,2024-04-26,2024-05-26,4284.49,468.85,3815.64,2024-05-31
2795,2795,2024-02-14,2024-03-15,3611.45,463.44,3148.0099999999998,2024-03-20
2796,2796,2023-06-13,2023-07-13,3595.14,457.52,3137.62,2023-07-18
2797,2797,2023-12-09,2024-01-08,3023.45,243.14,2780.31,2024-01-13
2798,2798,2023-07-12,2023-08-11,5816.66,234.24,5582.42,2023-08-16
2799,2799,2024-02-22,2024-03-23,3111.1,446.23,2664.87,2024-03-28
2800,2800,2023-07-26,2023-08-25,3012.19,480.01,2532.1800000000003,2023-08-30
2801,2801,2024-02-28,2024-03-29,3921.94,211.37,3710.57,2024-04-03
2802,2802,2023-12-21,2024-01-20,3535.43,429.1,3106.33,2024-01-25
2803,2803,2023-10-12,2023-11-11,5077.49,394.11,4683.38,2023-11-16
2804,2804,2023-07-06,2023-08-05,5868.35,455.82,5412.530000000001,2023-08-10
2805,2805,2023-11-20,2023-12-20,5379.03,343.18,5035.849999999999,2023-12-25
2806,2806,2023-06-23,2023-07-23,3300.51,321.0,2979.51,2023-07-28
2807,2807,2024-03-31,2024-04-30,4302.99,200.89,4102.099999999999,2024-05-05
2808,2808,2024-04-04,2024-05-04,3743.13,419.67,3323.46,2024-05-09
2809,2809,2024-02-08,2024-03-09,3783.84,259.01,3524.83,2024-03-14
2810,2810,2023-06-20,2023-07-20,4226.12,302.44,3923.68,2023-07-25
2811,2811,2023-08-09,2023-09-08,3623.65,271.36,3352.29,2023-09-13
2812,2812,2024-04-05,2024-05-05,5561.6,261.39,5300.21,2024-05-10
2813,2813,2023-11-28,2023-12-28,3340.66,207.23,3133.43,2024-01-02
2814,2814,2024-04-04,2024-05-04,6402.58,244.76,6157.82,2024-05-09
2815,2815,2023-08-30,2023-09-29,6630.76,337.06,6293.7,2023-10-04
2816,2816,2023-11-01,2023-12-01,3552.15,464.8,3087.35,2023-12-06
2817,2817,2024-04-25,2024-05-25,5535.73,401.36,5134.37,2024-05-30
2818,2818,2024-03-14,2024-04-13,4992.72,442.93,4549.79,2024-04-18
2819,2819,2024-03-13,2024-04-12,6166.37,379.65,5786.72,2024-04-17
2820,2820,2023-07-26,2023-08-25,6495.61,264.65,6230.96,2023-08-30
2821,2821,2023-10-14,2023-11-13,5443.86,224.72,5219.139999999999,2023-11-18
2822,2822,2023-11-04,2023-12-04,5335.3,278.68,5056.62,2023-12-09
2823,2823,2024-02-02,2024-03-03,5443.1,223.85,5219.25,2024-03-08
2824,2824,2024-02-23,2024-03-24,3640.26,336.3,3303.96,2024-03-29
2825,2825,2023-09-10,2023-10-10,4088.67,323.7,3764.9700000000003,2023-10-15
2826,2826,2024-04-26,2024-05-26,3191.22,356.94,2834.2799999999997,2024-05-31
2827,2827,2024-03-19,2024-04-18,4889.45,243.7,4645.75,2024-04-23
2828,2828,2023-05-27,2023-06-26,4445.78,383.25,4062.5299999999997,2023-07-01
2829,2829,2023-11-11,2023-12-11,3155.6,236.99,2918.6099999999997,2023-12-16
2830,2830,2024-02-16,2024-03-17,4757.55,224.84,4532.71,2024-03-22
2831,2831,2023-09-07,2023-10-07,3290.75,467.36,2823.39,2023-10-12
2832,2832,2024-04-21,2024-05-21,3996.65,299.04,3697.61,2024-05-26
2833,2833,2024-03-09,2024-04-08,5527.03,410.26,5116.7699999999995,2024-04-13
2834,2834,2023-08-04,2023-09-03,4265.83,237.43,4028.4,2023-09-08
2835,2835,2023-12-14,2024-01-13,3830.87,322.31,3508.56,2024-01-18
2836,2836,2024-03-03,2024-04-02,4744.2,438.82,4305.38,2024-04-07
2837,2837,2023-05-25,2023-06-24,6137.52,428.08,5709.4400000000005,2023-06-29
2838,2838,2024-01-19,2024-02-18,6900.46,386.53,6513.93,2024-02-23
2839,2839,2023-06-18,2023-07-18,6206.4,432.06,5774.339999999999,2023-07-23
2840,2840,2023-09-08,2023-10-08,4565.31,326.36,4238.950000000001,2023-10-13
2841,2841,2023-06-10,2023-07-10,6026.99,460.4,5566.59,2023-07-15
2842,2842,2024-05-14,2024-06-13,4816.96,482.11,4334.85,2024-06-18
2843,2843,2023-12-20,2024-01-19,5418.38,447.31,4971.07,2024-01-24
2844,2844,2024-01-02,2024-02-01,5535.0,365.23,5169.77,2024-02-06
2845,2845,2023-10-03,2023-11-02,5642.89,233.65,5409.240000000001,2023-11-07
2846,2846,2023-06-20,2023-07-20,3017.41,329.97,2687.4399999999996,2023-07-25
2847,2847,2023-09-01,2023-10-01,4042.89,366.08,3676.81,2023-10-06
2848,2848,2023-11-07,2023-12-07,6075.48,458.54,5616.94,2023-12-12
2849,2849,2024-02-16,2024-03-17,4248.85,346.7,3902.1500000000005,2024-03-22
2850,2850,2023-07-23,2023-08-22,3346.59,209.98,3136.61,2023-08-27
2851,2851,2024-04-01,2024-05-01,6998.75,430.58,6568.17,2024-05-06
2852,2852,2023-09-16,2023-10-16,5707.78,363.26,5344.5199999999995,2023-10-21
2853,2853,2023-09-19,2023-10-19,6222.78,201.13,6021.65,2023-10-24
2854,2854,2023-09-29,2023-10-29,3232.65,435.61,2797.04,2023-11-03
2855,2855,2024-04-11,2024-05-11,6940.13,354.64,6585.49,2024-05-16
2856,2856,2023-12-19,2024-01-18,5217.86,305.09,4912.7699999999995,2024-01-23
2857,2857,2023-11-04,2023-12-04,4872.72,206.2,4666.52,2023-12-09
2858,2858,2024-02-24,2024-03-25,4475.2,445.56,4029.64,2024-03-30
2859,2859,2023-11-07,2023-12-07,6935.65,443.53,6492.12,2023-12-12
2860,2860,2023-10-11,2023-11-10,3633.0,290.63,3342.37,2023-11-15
2861,2861,2023-08-30,2023-09-29,3235.16,439.93,2795.23,2023-10-04
2862,2862,2023-10-04,2023-11-03,4401.3,327.55,4073.75,2023-11-08
2863,2863,2023-08-28,2023-09-27,3587.15,394.83,3192.32,2023-10-02
2864,2864,2023-11-04,2023-12-04,4948.63,273.72,4674.91,2023-12-09
2865,2865,2023-06-09,2023-07-09,3048.25,252.47,2795.78,2023-07-14
2866,2866,2023-07-01,2023-07-31,6266.9,461.85,5805.049999999999,2023-08-05
2867,2867,2023-10-15,2023-11-14,6525.17,205.14,6320.03,2023-11-19
2868,2868,2024-04-18,2024-05-18,5095.84,289.8,4806.04,2024-05-23
2869,2869,2023-11-01,2023-12-01,4735.47,395.72,4339.75,2023-12-06
2870,2870,2024-05-16,2024-06-15,4445.26,270.75,4174.51,2024-06-20
2871,2871,2024-03-12,2024-04-11,4165.96,254.41,3911.55,2024-04-16
2872,2872,2023-08-30,2023-09-29,5487.85,425.8,5062.05,2023-10-04
2873,2873,2023-05-27,2023-06-26,4350.94,383.48,3967.4599999999996,2023-07-01
2874,2874,2024-04-01,2024-05-01,3529.82,220.29,3309.53,2024-05-06
2875,2875,2023-06-17,2023-07-17,3845.63,245.98,3599.65,2023-07-22
2876,2876,2024-04-15,2024-05-15,6971.75,406.31,6565.44,2024-05-20
2877,2877,2023-08-01,2023-08-31,4217.93,241.24,3976.6900000000005,2023-09-05
2878,2878,2024-03-13,2024-04-12,6497.71,262.62,6235.09,2024-04-17
2879,2879,2023-10-11,2023-11-10,3309.55,336.02,2973.53,2023-11-15
2880,2880,2023-06-16,2023-07-16,6652.98,491.9,6161.08,2023-07-21
2881,2881,2024-04-01,2024-05-01,3446.89,338.06,3108.83,2024-05-06
2882,2882,2024-04-26,2024-05-26,6277.08,226.79,6050.29,2024-05-31
2883,2883,2024-04-07,2024-05-07,3137.38,399.45,2737.9300000000003,2024-05-12
2884,2884,2024-01-24,2024-02-23,6031.09,403.33,5627.76,2024-02-28
2885,2885,2024-01-08,2024-02-07,5056.14,263.83,4792.31,2024-02-12
2886,2886,2023-12-25,2024-01-24,5472.13,336.29,5135.84,2024-01-29
2887,2887,2024-05-05,2024-06-04,4612.94,391.54,4221.4,2024-06-09
2888,2888,2023-11-19,2023-12-19,4852.52,272.75,4579.77,2023-12-24
2889,2889,2024-01-06,2024-02-05,6789.35,384.42,6404.93,2024-02-10
2890,2890,2023-12-25,2024-01-24,6825.99,421.87,6404.12,2024-01-29
2891,2891,2023-12-19,2024-01-18,6683.41,466.87,6216.54,2024-01-23
2892,2892,2023-06-20,2023-07-20,5758.28,454.05,5304.23,2023-07-25
2893,2893,2023-10-17,2023-11-16,4253.43,218.84,4034.59,2023-11-21
2894,2894,2023-08-28,2023-09-27,3836.99,426.78,3410.21,2023-10-02
2895,2895,2023-08-22,2023-09-21,6191.55,280.54,5911.01,2023-09-26
2896,2896,2024-02-13,2024-03-14,3199.66,480.88,2718.7799999999997,2024-03-19
2897,2897,2024-04-01,2024-05-01,4861.97,340.34,4521.63,2024-05-06
2898,2898,2023-08-03,2023-09-02,4850.84,217.65,4633.1900000000005,2023-09-07
2899,2899,2023-12-06,2024-01-05,5456.15,301.06,5155.089999999999,2024-01-10
2900,2900,2023-12-12,2024-01-11,4481.28,222.57,4258.71,2024-01-16
2901,2901,2024-01-12,2024-02-11,4067.07,402.37,3664.7000000000003,2024-02-16
2902,2902,2024-02-11,2024-03-12,3667.89,290.02,3377.87,2024-03-17
2903,2903,2023-08-15,2023-09-14,4393.43,218.35,4175.08,2023-09-19
2904,2904,2023-08-31,2023-09-30,3848.89,355.67,3493.22,2023-10-05
2905,2905,2024-05-14,2024-06-13,4305.91,365.21,3940.7,2024-06-18
2906,2906,2023-11-16,2023-12-16,4074.19,308.47,3765.7200000000003,2023-12-21
2907,2907,2024-05-18,2024-06-17,5652.56,223.42,5429.14,2024-06-22
2908,2908,2023-06-29,2023-07-29,5698.04,486.24,5211.8,2023-08-03
2909,2909,2023-09-01,2023-10-01,3712.62,321.52,3391.1,2023-10-06
2910,2910,2023-06-30,2023-07-30,4577.01,335.47,4241.54,2023-08-04
2911,2911,2024-02-12,2024-03-13,6393.93,445.6,5948.33,2024-03-18
2912,2912,2024-01-26,2024-02-25,3712.08,213.08,3499.0,2024-03-01
2913,2913,2024-01-10,2024-02-09,3730.09,422.68,3307.4100000000003,2024-02-14
2914,2914,2023-08-04,2023-09-03,6476.07,326.7,6149.37,2023-09-08
2915,2915,2023-08-02,2023-09-01,5135.87,322.96,4812.91,2023-09-06
2916,2916,2024-02-29,2024-03-30,4567.22,245.01,4322.21,2024-04-04
2917,2917,2023-10-21,2023-11-20,3820.73,251.08,3569.65,2023-11-25
2918,2918,2024-05-19,2024-06-18,4764.88,303.98,4460.9,2024-06-23
2919,2919,2023-06-20,2023-07-20,6454.85,425.39,6029.46,2023-07-25
2920,2920,2024-01-17,2024-02-16,3807.92,356.27,3451.65,2024-02-21
2921,2921,2023-09-15,2023-10-15,4640.39,387.61,4252.780000000001,2023-10-20
2922,2922,2023-06-21,2023-07-21,5894.34,459.08,5435.26,2023-07-26
2923,2923,2024-03-28,2024-04-27,4682.88,458.77,4224.110000000001,2024-05-02
2924,2924,2024-02-01,2024-03-02,6218.52,474.7,5743.820000000001,2024-03-07
2925,2925,2024-02-07,2024-03-08,3090.66,413.53,2677.13,2024-03-13
2926,2926,2024-03-02,2024-04-01,5904.17,230.85,5673.32,2024-04-06
2927,2927,2024-01-29,2024-02-28,4450.28,247.73,4202.55,2024-03-04
2928,2928,2023-08-17,2023-09-16,6725.06,203.46,6521.6,2023-09-21
2929,2929,2023-12-16,2024-01-15,5817.54,286.51,5531.03,2024-01-20
2930,2930,2023-09-25,2023-10-25,5322.52,479.99,4842.530000000001,2023-10-30
2931,2931,2024-03-25,2024-04-24,3826.89,382.91,3443.98,2024-04-29
2932,2932,2023-09-22,2023-10-22,6353.7,309.81,6043.889999999999,2023-10-27
2933,2933,2023-12-03,2024-01-02,3674.3,353.84,3320.46,2024-01-07
2934,2934,2023-10-06,2023-11-05,6170.15,208.84,5961.3099999999995,2023-11-10
2935,2935,2023-06-06,2023-07-06,5773.21,305.18,5468.03,2023-07-11
2936,2936,2023-10-26,2023-11-25,5956.14,429.58,5526.56,2023-11-30
2937,2937,2023-10-13,2023-11-12,5570.57,281.7,5288.87,2023-11-17
2938,2938,2023-12-24,2024-01-23,5291.32,306.78,4984.54,2024-01-28
2939,2939,2024-03-31,2024-04-30,4210.16,422.28,3787.88,2024-05-05
2940,2940,2023-08-30,2023-09-29,6440.81,396.61,6044.200000000001,2023-10-04
2941,2941,2023-07-28,2023-08-27,6201.69,330.17,5871.5199999999995,2023-09-01
2942,2942,2023-07-11,2023-08-10,6758.85,244.26,6514.59,2023-08-15
2943,2943,2023-09-11,2023-10-11,6698.33,423.75,6274.58,2023-10-16
2944,2944,2024-03-02,2024-04-01,5896.74,245.43,5651.3099999999995,2024-04-06
2945,2945,2023-09-01,2023-10-01,3846.34,427.65,3418.69,2023-10-06
2946,2946,2023-11-05,2023-12-05,6188.12,454.06,5734.0599999999995,2023-12-10
2947,2947,2024-04-20,2024-05-20,3487.31,229.34,3257.97,2024-05-25
2948,2948,2024-03-09,2024-04-08,6858.18,382.73,6475.450000000001,2024-04-13
2949,2949,2024-02-01,2024-03-02,5469.83,372.94,5096.89,2024-03-07
2950,2950,2023-06-06,2023-07-06,4212.43,268.86,3943.57,2023-07-11
2951,2951,2023-07-31,2023-08-30,5820.46,297.78,5522.68,2023-09-04
2952,2952,2023-07-11,2023-08-10,4666.05,373.61,4292.4400000000005,2023-08-15
2953,2953,2023-09-03,2023-10-03,6989.3,406.94,6582.360000000001,2023-10-08
2954,2954,2023-09-30,2023-10-30,3679.23,447.74,3231.49,2023-11-04
2955,2955,2023-07-20,2023-08-19,4281.75,362.1,3919.65,2023-08-24
2956,2956,2024-01-22,2024-02-21,6340.75,322.18,6018.57,2024-02-26
2957,2957,2023-12-09,2024-01-08,3156.32,344.04,2812.28,2024-01-13
2958,2958,2024-05-06,2024-06-05,6052.66,299.06,5753.599999999999,2024-06-10
2959,2959,2023-06-17,2023-07-17,5436.27,277.06,5159.21,2023-07-22
2960,2960,2024-04-25,2024-05-25,4390.42,471.32,3919.1,2024-05-30
2961,2961,2023-10-01,2023-10-31,3718.18,346.08,3372.1,2023-11-05
2962,2962,2024-03-04,2024-04-03,3935.14,220.98,3714.16,2024-04-08
2963,2963,2024-05-20,2024-06-19,5217.16,369.45,4847.71,2024-06-24
2964,2964,2024-01-19,2024-02-18,3007.25,270.7,2736.55,2024-02-23
2965,2965,2024-01-15,2024-02-14,6130.91,253.29,5877.62,2024-02-19
2966,2966,2023-11-01,2023-12-01,3523.91,247.31,3276.6,2023-12-06
2967,2967,2024-01-28,2024-02-27,3730.37,234.25,3496.12,2024-03-03
2968,2968,2023-11-08,2023-12-08,6231.02,397.84,5833.18,2023-12-13
2969,2969,2023-08-01,2023-08-31,6205.43,272.55,5932.88,2023-09-05
2970,2970,2024-04-06,2024-05-06,4654.8,253.62,4401.18,2024-05-11
2971,2971,2023-07-10,2023-08-09,6153.69,434.02,5719.67,2023-08-14
2972,2972,2023-07-18,2023-08-17,3199.05,272.05,2927.0,2023-08-22
2973,2973,2024-01-07,2024-02-06,4987.7,404.98,4582.719999999999,2024-02-11
